CLASSNAME,EVT_Fuel,EVT_Fuel_N,EVT_LF,EVT_GP,EVT_PHYS,EVT_GP_N,SAF_SRM,EVT_ORDER,EVT_CLASS,EVT_SBCLS,r,g,b,Red,Green,Blue,VALUE
Inter-Mountain Basins Semi-Desert Grassland,2135.000000,He Inter-Mountain Basins Semi-Desert Grassland,Herb,617,Grassland,Grassland,SRM 502: Grama-Galetta,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255.000000,200.000000,125.000000,1.000000,0.784314,0.490196,3135
Mediterranean California Alpine Dry Tundra,2136.000000,He Mediterranean California Alpine Dry Tundra,Herb,616,Grassland,Dry Tundra,SRM 213: Alpine Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255.000000,211.000000,119.000000,1.000000,0.827451,0.466667,3136
Mediterranean California Subalpine Meadow,2137.000000,He Mediterranean California Subalpine Meadow,Herb,601,Grassland,"Alpine Dwarf-Shrubland, Fell-field and Meadow",SRM 216: Montane Meadows,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255.000000,205.000000,112.000000,1.000000,0.803922,0.439216,3137
North Pacific Montane Grassland,2138.000000,He North Pacific Montane Grassland,Herb,617,Grassland,Grassland,SRM 102: Idaho Fescue,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255.000000,198.000000,107.000000,1.000000,0.776471,0.419608,3138
Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,2139.000000,He Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Herb,617,Grassland,Grassland,SRM 311: Rough Fescue-Bluebunch Wheatgrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255.000000,191.000000,102.000000,1.000000,0.749020,0.400000,3139
Northern Rocky Mountain Subalpine-Upper Montane Grassland,2140.000000,He Northern Rocky Mountain Subalpine-Upper Montane Grassland,Herb,617,Grassland,Grassland,SRM 312: Rough Fescue-Idaho Fescue,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255.000000,184.000000,97.000000,1.000000,0.721569,0.380392,3140
Northwestern Great Plains Mixedgrass Prairie,2141.000000,He Northwestern Great Plains Mixedgrass Prairie,Herb,646,Grassland,Mixedgrass Prairie,SRM 606: Wheatgrass-Bluestem-Needlegrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255.000000,176.000000,92.000000,1.000000,0.690196,0.360784,3141
Columbia Basin Palouse Prairie,2142.000000,He Columbia Basin Palouse Prairie,Herb,617,Grassland,Grassland,SRM 102: Idaho Fescue,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255.000000,198.000000,107.000000,1.000000,0.776471,0.419608,3142
Rocky Mountain Alpine Fell-Field,2143.000000,He Rocky Mountain Alpine Fell-Field,Herb,601,Grassland,"Alpine Dwarf-Shrubland, Fell-field and Meadow",SRM 410: Alpine Rangeland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,171.000000,145.000000,106.000000,0.670588,0.568627,0.415686,3143
Rocky Mountain Alpine Turf,2144.000000,He Rocky Mountain Alpine Turf,Herb,616,Grassland,Dry Tundra,SRM 410: Alpine Rangeland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,171.000000,145.000000,106.000000,0.670588,0.568627,0.415686,3144
Rocky Mountain Subalpine-Montane Mesic Meadow,2145.000000,He Rocky Mountain Subalpine-Montane Mesic Meadow,Herb,601,Grassland,"Alpine Dwarf-Shrubland, Fell-field and Meadow",SRM 409: Tall Forb,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255.000000,163.000000,82.000000,1.000000,0.639216,0.321569,3145
Southern Rocky Mountain Montane-Subalpine Grassland,2146.000000,He Southern Rocky Mountain Montane-Subalpine Grassland,Herb,617,Grassland,Grassland,SRM 410: Alpine Rangeland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,171.000000,145.000000,106.000000,0.670588,0.568627,0.415686,3146
Western Great Plains Foothill and Piedmont Grassland,2147.000000,He Western Great Plains Foothill and Piedmont Grassland,Herb,617,Grassland,Grassland,SRM 604: Bluestem-Grama Prairie,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255.000000,157.000000,77.000000,1.000000,0.615686,0.301961,3147
Western Great Plains Sand Prairie Grassland,2148.000000,Sh Western Great Plains Sand Prairie,Herb,647,Grassland,Sand Prairie,SRM 720: Sand Bluestem -Little Bluestem Dunes,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255.000000,148.000000,71.000000,1.000000,0.580392,0.278431,3148
Western Great Plains Shortgrass Prairie,2149.000000,He Western Great Plains Shortgrass Prairie,Herb,648,Grassland,Shortgrass Prairie,SRM 611: Blue Grama-Buffalograss,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255.000000,142.000000,66.000000,1.000000,0.556863,0.258824,3149
Western Great Plains Tallgrass Prairie,2150.000000,He Western Great Plains Tallgrass Prairie,Herb,649,Grassland,Tallgrass Prairie,SRM 601: Bluestem Prairie,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255.000000,137.000000,64.000000,1.000000,0.537255,0.250980,3150
California Central Valley Riparian Forest and Woodland,2151.000000,Tr California Central Valley Riparian Woodland and Shrubland,Tree,635,Riparian,Western Riparian Woodland and Shrubland,SRM 203: Riparian Woodland,Tree-dominated,Open tree canopy,Deciduous open tree canopy,81.000000,180.000000,141.000000,0.317647,0.705882,0.552941,3151
