Site,Transect,Meter,Raw_data_entry,Species,Type,cover,Max_height_cm,Avg_height_cm,Comments,Entered.by,Daniel,Avg.Vol.c,Max.Vol.c,Cover_type,Number_records,mean_Avg.Ratio.L,median_Avg.Ratio.L,SD_Avg.Ratio.L,max_Avg.Ratio.L,min_Avg.Ratio.L,mean_Max.Ratio.L,median_Max.Ratio.L,SD_Max.Ratio.L,max_Max.Ratio.L,min_Max.Ratio.L,Live.Weight_mean.Avg.Ratio.L,Live.Weight_mean.Max.Ratio.L
MIXMOR,1,0,Soft Loose Litter,BLANK,Soft loose litter,69,1,1,,BL,,6900,6900,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,949.107282,719.4038235
MIXMOR,1,0,Woody Litter,BLANK,Woody litter,10,1,1,,BL,,1000,1000,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,607.5579893,318.1688594
MIXMOR,1,5,Char,BLANK,Char,4,1,1,,BL,,400,400,Char,9,0.204675838,0.115733333,0.260542431,0.879111111,0.028571429,0.1353893,0.0868,0.08794484,0.293037037,0.02,81.87033511,54.15572018
MIXMOR,1,5,epilobium sp,Epilobium sp.,Dominant forb,5,35,7,,BL,,3500,17500,Dominant forb,4,0.00180538,0.001745071,0.000493509,0.002461538,0.001269841,0.001529587,0.001378404,0.000708281,0.002461538,9.00E-04,6.31883,26.76776375
MIXMOR,1,5,Soft Loose Litter,BLANK,Soft loose litter,62,1,0.5,,BL,,3100,6200,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,426.410518,646.4208269
MIXMOR,1,5,Woody Litter,BLANK,Woody litter,12,7,3,,BL,,3600,8400,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,2187.208762,2672.618419
MIXMOR,1,10,Char,BLANK,Char,1,1,1,,BL,"In cover, T was replaced by 1",100,100,Char,9,0.204675838,0.115733333,0.260542431,0.879111111,0.028571429,0.1353893,0.0868,0.08794484,0.293037037,0.02,20.46758378,13.53893004
MIXMOR,1,10,epilobium sp,Epilobium sp.,Dominant forb,3,50,30,,BL,,9000,15000,Dominant forb,4,0.00180538,0.001745071,0.000493509,0.002461538,0.001269841,0.001529587,0.001378404,0.000708281,0.002461538,9.00E-04,16.24842,22.9437975
MIXMOR,1,10,Soft Loose Litter,BLANK,Soft loose litter,7,0.5,0.5,,BL,,350,350,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,48.143123,36.49149829
MIXMOR,1,10,Woody Litter,BLANK,Woody litter,82,10,2,,BL,,16400,82000,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,9963.951025,26089.84647
MIXMOR,1,15,chamaesaracha nana,Chamaesaracha nana,Dominant forb,3,5,4,,BL,,1200,1500,Dominant forb,1,0.006230769,0.006230769,NA,0.006230769,0.006230769,0.003681818,0.003681818,NA,0.003681818,0.003681818,7.4769228,5.522727
MIXMOR,1,15,Char,BLANK,Char,1,2,1,,BL,"In cover, T was replaced by 1",100,200,Char,9,0.204675838,0.115733333,0.260542431,0.879111111,0.028571429,0.1353893,0.0868,0.08794484,0.293037037,0.02,20.46758378,27.07786009
MIXMOR,1,15,epilobium sp,Epilobium sp.,Dominant forb,10,25,15,,BL,,15000,25000,Dominant forb,4,0.00180538,0.001745071,0.000493509,0.002461538,0.001269841,0.001529587,0.001378404,0.000708281,0.002461538,9.00E-04,27.0807,38.2396625
MIXMOR,1,15,Soft Loose Litter,BLANK,Soft loose litter,77,1,1,,BL,,7700,7700,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,1059.148706,802.8129624
MIXMOR,1,15,Woody Litter,BLANK,Woody litter,10,8,5,,BL,,5000,8000,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,3037.789947,2545.350875
MIXMOR,1,20,Grasses,BLANK,Grass,95,130,70,,BL,,665000,1235000,Grass,12,0.002098862,0.001637363,0.001509254,0.005714286,0.00075,0.001581358,0.000984985,0.001502082,0.005714286,0.000457143,1395.743119,1952.977439
MIXMOR,1,20,Soft Loose Litter,BLANK,Soft loose litter,97,15,2,,BL,,19400,145500,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,2668.504532,15170.03715
MIXMOR,1,20,Woody Litter,BLANK,Woody litter,3,1,1,,BL,,300,300,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,182.2673968,95.45065783
MIXMOR,1,25,ceanothus cordulatus,Ceanothus cordulatus,Shrub,20,30,20,,BL,,40000,60000,Shrub,14,0.007224573,0.008266667,0.004345448,0.013555556,0.001357143,0.005174962,0.006042857,0.003106737,0.010041152,0.00095,288.9829257,310.4976943
MIXMOR,1,25,drymocallis glandulosa,Drymocallis glandulosa,Dominant forb,4,20,15,,BL,,6000,8000,Dominant forb,1,0.003037037,0.003037037,NA,0.003037037,0.003037037,0.00173545,0.00173545,NA,0.00173545,0.00173545,18.222222,13.8836
MIXMOR,1,25,Soft Loose Litter,BLANK,Soft loose litter,76,1,1,,BL,,7600,7600,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,1045.393528,792.3868201
MIXMOR,1,25,Soft Rooted Litter,BLANK,Soft rooted litter,5,15,10,,BL,,5000,7500,Soft rooted litter,25,0.021155549,0.01184,0.025762811,0.12,0.001666667,0.016842751,0.0075,0.025491502,0.12,0.000597015,105.7777428,126.3206361
MIXMOR,1,25,Woody Litter,BLANK,Woody litter,15,10,7,,BL,,10500,15000,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,6379.358888,4772.532891
MIXMOR,1,30,Char,BLANK,Char,5,2,1,,BL,,500,1000,Char,9,0.204675838,0.115733333,0.260542431,0.879111111,0.028571429,0.1353893,0.0868,0.08794484,0.293037037,0.02,102.3379189,135.3893004
MIXMOR,1,30,epilobium sp,Epilobium sp.,Dominant forb,1,10,10,,BL,"In cover, T was replaced by 1",1000,1000,Dominant forb,4,0.00180538,0.001745071,0.000493509,0.002461538,0.001269841,0.001529587,0.001378404,0.000708281,0.002461538,9.00E-04,1.80538,1.5295865
MIXMOR,1,30,phacelia sp,Phacelia sp.,Dominant forb,3,8,7,,BL,,2100,2400,Dominant forb,1,0.001536,0.001536,NA,0.001536,0.001536,0.001037838,0.001037838,NA,0.001037838,0.001037838,3.2256,2.4908112
MIXMOR,1,30,Soft Loose Litter,BLANK,Soft loose litter,50,1,0.5,,BL,,2500,5000,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,343.87945,521.3071185
MIXMOR,1,30,Soft Rooted Litter,BLANK,Soft rooted litter,30,45,20,,BL,,60000,135000,Soft rooted litter,25,0.021155549,0.01184,0.025762811,0.12,0.001666667,0.016842751,0.0075,0.025491502,0.12,0.000597015,1269.332914,2273.77145
MIXMOR,1,30,Woody Litter,BLANK,Woody litter,6,2,1,,BL,,600,1200,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,364.5347936,381.8026313
MIXMOR,1,35,ceanothus cordulatus,Ceanothus cordulatus,Shrub,60,110,70,,BL,,420000,660000,Shrub,14,0.007224573,0.008266667,0.004345448,0.013555556,0.001357143,0.005174962,0.006042857,0.003106737,0.010041152,0.00095,3034.32072,3415.474637
MIXMOR,1,35,Char,BLANK,Char,5,5,2,,BL,,1000,2500,Char,9,0.204675838,0.115733333,0.260542431,0.879111111,0.028571429,0.1353893,0.0868,0.08794484,0.293037037,0.02,204.6758378,338.4732511
MIXMOR,1,35,epilobium sp,Epilobium sp.,Dominant forb,1,35,15,,BL,"In cover, T was replaced by 1",1500,3500,Dominant forb,4,0.00180538,0.001745071,0.000493509,0.002461538,0.001269841,0.001529587,0.001378404,0.000708281,0.002461538,9.00E-04,2.70807,5.35355275
MIXMOR,1,35,Grasses,BLANK,Grass,1,20,20,,BL,"In cover, T was replaced by 1",2000,2000,Grass,12,0.002098862,0.001637363,0.001509254,0.005714286,0.00075,0.001581358,0.000984985,0.001502082,0.005714286,0.000457143,4.197723667,3.1627165
MIXMOR,1,35,Ribes,Ribes sp.,Shrub,10,30,20,,BL,,20000,30000,Shrub,12,0.010039295,0.004420244,0.011212273,0.036363636,0.00128,0.007654652,0.003249517,0.010409854,0.036363636,0.000530612,200.7858917,229.6395525
MIXMOR,1,35,Soft Loose Litter,BLANK,Soft loose litter,91,1,1,,BL,,9100,9100,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,1251.721198,948.7789556
MIXMOR,1,40,ceanothus cordulatus,Ceanothus cordulatus,Shrub,20,35,15,,BL,,30000,70000,Shrub,14,0.007224573,0.008266667,0.004345448,0.013555556,0.001357143,0.005174962,0.006042857,0.003106737,0.010041152,0.00095,216.7371943,362.24731
MIXMOR,1,40,Char,BLANK,Char,68,2,2,,BL,,13600,13600,Char,9,0.204675838,0.115733333,0.260542431,0.879111111,0.028571429,0.1353893,0.0868,0.08794484,0.293037037,0.02,2783.591394,1841.294486
MIXMOR,1,40,Ribes,Ribes sp.,Shrub,25,20,15,,BL,,37500,50000,Shrub,12,0.010039295,0.004420244,0.011212273,0.036363636,0.00128,0.007654652,0.003249517,0.010409854,0.036363636,0.000530612,376.4735469,382.7325875
MIXMOR,1,40,Soft Loose Litter,BLANK,Soft loose litter,10,1,1,,BL,,1000,1000,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,137.55178,104.2614237
MIXMOR,1,40,Soft Rooted Litter,BLANK,Soft rooted litter,1,35,30,,BL,,3000,3500,Soft rooted litter,25,0.021155549,0.01184,0.025762811,0.12,0.001666667,0.016842751,0.0075,0.025491502,0.12,0.000597015,63.46664568,58.94963018
MIXMOR,1,40,Woody Litter,BLANK,Woody litter,2,1,1,,BL,,200,200,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,121.5115979,63.63377189
MIXMOR,1,45,ceanothus cordulatus,Ceanothus cordulatus,Shrub,100,130,90,,BL,,9.00E+05,1300000,Shrub,14,0.007224573,0.008266667,0.004345448,0.013555556,0.001357143,0.005174962,0.006042857,0.003106737,0.010041152,0.00095,6502.115829,6727.450043
MIXMOR,1,45,Soft Rooted Litter,BLANK,Soft rooted litter,2,3,1,,BL,,200,600,Soft rooted litter,25,0.021155549,0.01184,0.025762811,0.12,0.001666667,0.016842751,0.0075,0.025491502,0.12,0.000597015,4.231109712,10.10565089
MIXMOR,2,0,Char,BLANK,Char,1,2,1,,BL,,100,200,Char,9,0.204675838,0.115733333,0.260542431,0.879111111,0.028571429,0.1353893,0.0868,0.08794484,0.293037037,0.02,20.46758378,27.07786009
MIXMOR,2,0,Soft Loose Litter,BLANK,Soft loose litter,75,1,1,,BL,,7500,7500,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,1031.63835,781.9606777
MIXMOR,2,0,Soft Rooted Litter,BLANK,Soft rooted litter,6,20,10,,BL,,6000,12000,Soft rooted litter,25,0.021155549,0.01184,0.025762811,0.12,0.001666667,0.016842751,0.0075,0.025491502,0.12,0.000597015,126.9332914,202.1130178
MIXMOR,2,0,Woody Litter,BLANK,Woody litter,5,4,2,,BL,,1000,2000,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,607.5579893,636.3377189
MIXMOR,2,5,Dom Forb 5,Unknown,Dominant forb,1,3,2,UNKNOWN,BL,"In cover, T was replaced by 1",200,300,Dominant forb,48,0.006737349,0.00330991,0.008166099,0.034222222,0.000446753,0.004333342,0.002488971,0.004294428,0.018666667,0.00040281,1.347469879,1.300002581
MIXMOR,2,5,Grasses,BLANK,Grass,20,70,25,,BL,,50000,140000,Grass,12,0.002098862,0.001637363,0.001509254,0.005714286,0.00075,0.001581358,0.000984985,0.001502082,0.005714286,0.000457143,104.9430917,221.390155
MIXMOR,2,5,Soft Loose Litter,BLANK,Soft loose litter,88,2,1,,BL,,8800,17600,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,1210.455664,1835.001057
MIXMOR,2,5,Woody Litter,BLANK,Woody litter,5,2,2,,BL,,1000,1000,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,607.5579893,318.1688594
MIXMOR,2,10,chamaesaracha nana,Chamaesaracha nana,Dominant forb,3,5,5,,BL,,1500,1500,Dominant forb,1,0.006230769,0.006230769,NA,0.006230769,0.006230769,0.003681818,0.003681818,NA,0.003681818,0.003681818,9.3461535,5.522727
MIXMOR,2,10,epilobium sp,Epilobium sp.,Dominant forb,1,35,20,,BL,"In cover, T was replaced by 1",2000,3500,Dominant forb,4,0.00180538,0.001745071,0.000493509,0.002461538,0.001269841,0.001529587,0.001378404,0.000708281,0.002461538,9.00E-04,3.61076,5.35355275
MIXMOR,2,10,Grasses,BLANK,Grass,6,45,20,,BL,,12000,27000,Grass,12,0.002098862,0.001637363,0.001509254,0.005714286,0.00075,0.001581358,0.000984985,0.001502082,0.005714286,0.000457143,25.186342,42.69667275
MIXMOR,2,10,Soft Loose Litter,BLANK,Soft loose litter,10,0.5,0.5,,BL,,500,500,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,68.77589,52.13071185
MIXMOR,2,10,Soft Rooted Litter,BLANK,Soft rooted litter,2,8,8,,BL,,1600,1600,Soft rooted litter,25,0.021155549,0.01184,0.025762811,0.12,0.001666667,0.016842751,0.0075,0.025491502,0.12,0.000597015,33.8488777,26.94840237
MIXMOR,2,10,Woody Litter,BLANK,Woody litter,58,3,1,,BL,,5800,17400,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,3523.836338,5536.138154
MIXMOR,2,15,Char,BLANK,Char,6,1,1,,BL,,600,600,Char,9,0.204675838,0.115733333,0.260542431,0.879111111,0.028571429,0.1353893,0.0868,0.08794484,0.293037037,0.02,122.8055027,81.23358027
MIXMOR,2,15,epilobium sp,Epilobium sp.,Dominant forb,1,30,30,,BL,"In cover, T was replaced by 1",3000,3000,Dominant forb,4,0.00180538,0.001745071,0.000493509,0.002461538,0.001269841,0.001529587,0.001378404,0.000708281,0.002461538,9.00E-04,5.41614,4.5887595
MIXMOR,2,15,Grasses,BLANK,Grass,3,30,15,,BL,,4500,9000,Grass,12,0.002098862,0.001637363,0.001509254,0.005714286,0.00075,0.001581358,0.000984985,0.001502082,0.005714286,0.000457143,9.44487825,14.23222425
MIXMOR,2,15,Soft Loose Litter,BLANK,Soft loose litter,2,0.5,0.5,,BL,,100,100,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,13.755178,10.42614237
MIXMOR,2,15,Soft Rooted Litter,BLANK,Soft rooted litter,52,55,55,,BL,,286000,286000,Soft rooted litter,25,0.021155549,0.01184,0.025762811,0.12,0.001666667,0.016842751,0.0075,0.025491502,0.12,0.000597015,6050.486888,4817.026923
MIXMOR,2,15,Woody Litter,BLANK,Woody litter,10,3,1,,BL,,1000,3000,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,607.5579893,954.5065783
MIXMOR,2,20,chamaesaracha nana,Chamaesaracha nana,Dominant forb,12,6,5,,BL,,6000,7200,Dominant forb,1,0.006230769,0.006230769,NA,0.006230769,0.006230769,0.003681818,0.003681818,NA,0.003681818,0.003681818,37.384614,26.5090896
MIXMOR,2,20,epilobium sp,Epilobium sp.,Dominant forb,7,30,20,,BL,,14000,21000,Dominant forb,4,0.00180538,0.001745071,0.000493509,0.002461538,0.001269841,0.001529587,0.001378404,0.000708281,0.002461538,9.00E-04,25.27532,32.1213165
MIXMOR,2,20,Soft Loose Litter,BLANK,Soft loose litter,66,1,0.5,,BL,,3300,6600,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,453.920874,688.1253964
MIXMOR,2,20,Soft Rooted Litter,BLANK,Soft rooted litter,5,15,7,,BL,,3500,7500,Soft rooted litter,25,0.021155549,0.01184,0.025762811,0.12,0.001666667,0.016842751,0.0075,0.025491502,0.12,0.000597015,74.04441996,126.3206361
MIXMOR,2,20,Woody Litter,BLANK,Woody litter,12,3,1,,BL,,1200,3600,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,729.0695872,1145.407894
MIXMOR,2,25,ceanothus cordulatus,Ceanothus cordulatus,Shrub,95,150,95,,BL,,902500,1425000,Shrub,14,0.007224573,0.008266667,0.004345448,0.013555556,0.001357143,0.005174962,0.006042857,0.003106737,0.010041152,0.00095,6520.177261,7374.320239
MIXMOR,2,25,Soft Loose Litter,BLANK,Soft loose litter,13,1,1,,BL,,1300,1300,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,178.817314,135.5398508
MIXMOR,2,25,Woody Litter,BLANK,Woody litter,7,2,2,,BL,,1400,1400,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,850.5811851,445.4364032
MIXMOR,2,30,Soft Loose Litter,BLANK,Soft loose litter,67,1,1,,BL,,6700,6700,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,921.596926,698.5515387
MIXMOR,2,30,Soft Rooted Litter,BLANK,Soft rooted litter,15,4,2,,BL,,3000,6000,Soft rooted litter,25,0.021155549,0.01184,0.025762811,0.12,0.001666667,0.016842751,0.0075,0.025491502,0.12,0.000597015,63.46664568,101.0565089
MIXMOR,2,30,Woody Litter,BLANK,Woody litter,5,1,1,,BL,,500,500,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,303.7789947,159.0844297
MIXMOR,2,35,Abies sp. Seedling,Abies sp.,Tree,4,5,3,Seedlings,BL,,1200,2000,Tree,1,0.005636364,0.005636364,NA,0.005636364,0.005636364,0.002818182,0.002818182,NA,0.002818182,0.002818182,6.7636368,5.636364
MIXMOR,2,35,epilobium sp,Epilobium sp.,Dominant forb,1,10,10,,BL,"In cover, T was replaced by 1",1000,1000,Dominant forb,4,0.00180538,0.001745071,0.000493509,0.002461538,0.001269841,0.001529587,0.001378404,0.000708281,0.002461538,9.00E-04,1.80538,1.5295865
MIXMOR,2,35,Grasses,BLANK,Grass,3,30,10,,BL,,3000,9000,Grass,12,0.002098862,0.001637363,0.001509254,0.005714286,0.00075,0.001581358,0.000984985,0.001502082,0.005714286,0.000457143,6.2965855,14.23222425
MIXMOR,2,35,Ribes,Ribes sp.,Shrub,5,15,7,,BL,,3500,7500,Shrub,12,0.010039295,0.004420244,0.011212273,0.036363636,0.00128,0.007654652,0.003249517,0.010409854,0.036363636,0.000530612,35.13753104,57.40988813
MIXMOR,2,35,Soft Loose Litter,BLANK,Soft loose litter,75,1,1,,BL,,7500,7500,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,1031.63835,781.9606777
MIXMOR,2,35,Woody Litter,BLANK,Woody litter,10,2,1,,BL,,1000,2000,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,607.5579893,636.3377189
MIXMOR,2,40,Abies sp. Seedling,Abies sp.,Tree,1,2,2,Seedlings,BL,"In cover, T was replaced by 1",200,200,Tree,1,0.005636364,0.005636364,NA,0.005636364,0.005636364,0.002818182,0.002818182,NA,0.002818182,0.002818182,1.1272728,0.5636364
MIXMOR,2,40,Char,BLANK,Char,15,3,1,,BL,,1500,4500,Char,9,0.204675838,0.115733333,0.260542431,0.879111111,0.028571429,0.1353893,0.0868,0.08794484,0.293037037,0.02,307.0137567,609.251852
MIXMOR,2,40,Grasses,BLANK,Grass,1,8,8,,BL,"In cover, T was replaced by 1",800,800,Grass,12,0.002098862,0.001637363,0.001509254,0.005714286,0.00075,0.001581358,0.000984985,0.001502082,0.005714286,0.000457143,1.679089467,1.2650866
MIXMOR,2,40,Soft Loose Litter,BLANK,Soft loose litter,30,1,1,,BL,,3000,3000,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,412.65534,312.7842711
MIXMOR,2,40,Woody Litter,BLANK,Woody litter,5,1,1,,BL,,500,500,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,303.7789947,159.0844297
MIXMOR,2,45,ceanothus cordulatus,Ceanothus cordulatus,Shrub,2,8,8,,BL,,1600,1600,Shrub,14,0.007224573,0.008266667,0.004345448,0.013555556,0.001357143,0.005174962,0.006042857,0.003106737,0.010041152,0.00095,11.55931703,8.279938514
MIXMOR,2,45,chamaesaracha nana,Chamaesaracha nana,Dominant forb,2,5,4,,BL,,800,1000,Dominant forb,1,0.006230769,0.006230769,NA,0.006230769,0.006230769,0.003681818,0.003681818,NA,0.003681818,0.003681818,4.9846152,3.681818
MIXMOR,2,45,epilobium sp,Epilobium sp.,Dominant forb,1,12,12,,BL,"In cover, T was replaced by 1",1200,1200,Dominant forb,4,0.00180538,0.001745071,0.000493509,0.002461538,0.001269841,0.001529587,0.001378404,0.000708281,0.002461538,9.00E-04,2.166456,1.8355038
MIXMOR,2,45,Grasses,BLANK,Grass,10,45,15,,BL,,15000,45000,Grass,12,0.002098862,0.001637363,0.001509254,0.005714286,0.00075,0.001581358,0.000984985,0.001502082,0.005714286,0.000457143,31.4829275,71.16112125
MIXMOR,2,45,Soft Loose Litter,BLANK,Soft loose litter,63,1,1,,BL,,6300,6300,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,866.576214,656.8469693
MIXMOR,2,45,Woody Litter,BLANK,Woody litter,7,2,1,,BL,,700,1400,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,425.2905925,445.4364032
MIXRAV,1,0,Ceanothus integerrimus,Ceanothus integerrimus,Shrub,6,45,20,,BL,,12000,27000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,55.059156,84.43872
MIXRAV,1,0,Char,BLANK,Char,18,20,15,,BL,,27000,36000,Char,9,0.204675838,0.115733333,0.260542431,0.879111111,0.028571429,0.1353893,0.0868,0.08794484,0.293037037,0.02,5526.24762,4874.014816
MIXRAV,1,0,Forbs,BLANK,Forbs,3,50,30,,BL,,9000,15000,Forbs,13,0.011794566,0.006293706,0.01141222,0.034666667,0.002,0.006874302,0.005454545,0.005152385,0.016,0.0016,106.1510947,103.1145323
MIXRAV,1,0,Grasses,BLANK,Grass,1,15,15,,BL,"In cover, T was replaced by 1",1500,1500,Grass,12,0.002098862,0.001637363,0.001509254,0.005714286,0.00075,0.001581358,0.000984985,0.001502082,0.005714286,0.000457143,3.14829275,2.372037375
MIXRAV,1,0,lactuca serviola,Lactuca serriola,Dominant forb,12,35,30,unk thistle,BL,,36000,42000,Dominant forb,5,0.006165983,0.005142857,0.004757947,0.014222222,0.001657143,0.00534011,0.005142857,0.004593652,0.0128,0.00145,221.975388,224.28462
MIXRAV,1,0,Soft Loose Litter,BLANK,Soft loose litter,60,1,0.5,,BL,,3000,6000,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,412.65534,625.5685422
MIXRAV,1,0,Soft Rooted Litter,BLANK,Soft rooted litter,5,2,2,dead moss,BL,,1000,1000,Soft rooted litter,25,0.021155549,0.01184,0.025762811,0.12,0.001666667,0.016842751,0.0075,0.025491502,0.12,0.000597015,21.15554856,16.84275148
MIXRAV,1,0,Woody Litter,BLANK,Woody litter,10,3,1,,BL,,1000,3000,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,607.5579893,954.5065783
MIXRAV,1,5,Char,BLANK,Char,17,30,30,,BL,,51000,51000,Char,9,0.204675838,0.115733333,0.260542431,0.879111111,0.028571429,0.1353893,0.0868,0.08794484,0.293037037,0.02,10438.46773,6904.854323
MIXRAV,1,5,Cirsium vulgare,Cirsium vulgare,Dominant forb,7,30,25,,BL,,17500,21000,Dominant forb,3,0.005139506,0.006518519,0.003840411,0.0081,8.00E-04,0.005139506,0.006518519,0.003840411,0.0081,8.00E-04,89.94136083,107.929633
MIXRAV,1,5,Forbs,BLANK,Forbs,10,45,20,,BL,,20000,45000,Forbs,13,0.011794566,0.006293706,0.01141222,0.034666667,0.002,0.006874302,0.005454545,0.005152385,0.016,0.0016,235.8913215,309.3435969
MIXRAV,1,5,Pinus sp. Seedling,Pinus sp.,Tree,1,6,5,2 Seedlings,BL,"In cover, T was replaced by 1",500,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIXRAV,1,5,Soft Loose Litter,BLANK,Soft loose litter,49,2,1,,BL,,4900,9800,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,674.003722,1021.761952
MIXRAV,1,5,Soft Rooted Litter,BLANK,Soft rooted litter,4,2,2,dead moss,BL,,800,800,Soft rooted litter,25,0.021155549,0.01184,0.025762811,0.12,0.001666667,0.016842751,0.0075,0.025491502,0.12,0.000597015,16.92443885,13.47420118
MIXRAV,1,5,Woody Litter,BLANK,Woody litter,30,4,1,,BL,,3000,12000,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,1822.673968,3818.026313
MIXRAV,1,10,Cirsium vulgare,Cirsium vulgare,Dominant forb,6,35,35,,BL,,21000,21000,Dominant forb,3,0.005139506,0.006518519,0.003840411,0.0081,8.00E-04,0.005139506,0.006518519,0.003840411,0.0081,8.00E-04,107.929633,107.929633
MIXRAV,1,10,Forbs,BLANK,Forbs,10,55,30,,BL,,30000,55000,Forbs,13,0.011794566,0.006293706,0.01141222,0.034666667,0.002,0.006874302,0.005454545,0.005152385,0.016,0.0016,353.8369823,378.0866185
MIXRAV,1,10,Soft Loose Litter,BLANK,Soft loose litter,65,1,1,,BL,,6500,6500,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,894.08657,677.699254
