Site,Date,Transect,Meter,Species,Shrub_or_Tree,Height_cm,Width_cm,Length_cm,Tree.DBH_cm,Comments,Entered.by,Review.comment,Volume,Cover_type,Number_records,mean_Avg.Ratio.L,median_Avg.Ratio.L,SD_Avg.Ratio.L,max_Avg.Ratio.L,min_Avg.Ratio.L,mean_Max.Ratio.L,median_Max.Ratio.L,SD_Max.Ratio.L,max_Max.Ratio.L,min_Max.Ratio.L,Live.Weight_mean.Avg.Ratio.L,Live.Weight_mean.Max.Ratio.L,oldBAT,youngBAT,std.biomass,biomass
HISQUE,42947,1,0-5,Ceanothus integerrimus,Shrub,80,190,170,NA,NA,AMM,NA,2584000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,11856.07159,8081.09824,NA,NA,NA,11856.07159
HISQUE,42947,1,0-5,Ceanothus integerrimus,Shrub,30,110,90,NA,NA,AMM,NA,297000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,1362.714111,928.82592,NA,NA,NA,1362.714111
HISQUE,42947,1,0-5,Ceanothus integerrimus,Shrub,100,280,250,NA,NA,AMM,NA,7000000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,32117.841,21891.52,NA,NA,NA,32117.841
HISQUE,42947,1,0-5,Ceanothus integerrimus,Shrub,40,140,150,NA,NA,AMM,NA,840000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,3854.14092,2626.9824,NA,NA,NA,3854.14092
HISQUE,42947,1,0-5,Ceanothus prostratus,Shrub,5,220,160,NA,NA,AMM,NA,176000,Shrub,6,0.035956245,0.037291667,0.017694159,0.053037037,0.004986667,0.022676112,0.024782609,0.010438647,0.031822222,0.003835897,6328.299179,3990.995653,NA,NA,NA,6328.299179
HISQUE,42947,1,43230,Arctostaphylos patula,Shrub,60,70,66,NA,NA,AMM,NA,277200,Shrub,7,0.009074744,0.0106,0.003310466,0.01264,0.00277686,0.00655953,0.007066667,0.00218689,0.00955,0.00277686,2515.519076,1818.301716,NA,NA,NA,2515.519076
HISQUE,42947,1,43230,Arctostaphylos patula,Shrub,60,70,60,NA,NA,AMM,NA,252000,Shrub,7,0.009074744,0.0106,0.003310466,0.01264,0.00277686,0.00655953,0.007066667,0.00218689,0.00955,0.00277686,2286.835524,1653.00156,NA,NA,NA,2286.835524
HISQUE,42947,1,43230,Arctostaphylos patula,Shrub,65,70,30,NA,NA,AMM,NA,136500,Shrub,7,0.009074744,0.0106,0.003310466,0.01264,0.00277686,0.00655953,0.007066667,0.00218689,0.00955,0.00277686,1238.702576,895.375845,NA,NA,NA,1238.702576
HISQUE,42947,1,43230,Arctostaphylos patula,Shrub,70,300,270,NA,NA,AMM,NA,5670000,Shrub,7,0.009074744,0.0106,0.003310466,0.01264,0.00277686,0.00655953,0.007066667,0.00218689,0.00955,0.00277686,51453.79929,37192.5351,NA,NA,NA,51453.79929
HISQUE,42947,1,43230,Arctostaphylos patula,Shrub,60,150,60,NA,NA,AMM,NA,540000,Shrub,7,0.009074744,0.0106,0.003310466,0.01264,0.00277686,0.00655953,0.007066667,0.00218689,0.00955,0.00277686,4900.361837,3542.1462,NA,NA,NA,4900.361837
HISQUE,42947,1,43230,Ceanothus cordulatus,Shrub,50,130,140,NA,NA,AMM,NA,910000,Shrub,14,0.007224573,0.008266667,0.004345448,0.013555556,0.001357143,0.005174962,0.006042857,0.003106737,0.010041152,0.00095,6574.36156,4709.21503,NA,NA,NA,6574.36156
HISQUE,42947,1,43230,Ceanothus cordulatus,Shrub,70,110,130,NA,NA,AMM,NA,1001000,Shrub,14,0.007224573,0.008266667,0.004345448,0.013555556,0.001357143,0.005174962,0.006042857,0.003106737,0.010041152,0.00095,7231.797716,5180.136533,NA,NA,NA,7231.797716
HISQUE,42947,1,43230,Ceanothus cordulatus,Shrub,60,170,110,NA,NA,AMM,NA,1122000,Shrub,14,0.007224573,0.008266667,0.004345448,0.013555556,0.001357143,0.005174962,0.006042857,0.003106737,0.010041152,0.00095,8105.971066,5806.306883,NA,NA,NA,8105.971066
HISQUE,42947,1,43230,Ceanothus integerrimus,Shrub,90,155,150,NA,NA,AMM,NA,2092500,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,9600.940328,6544.0008,NA,NA,NA,9600.940328
HISQUE,42947,1,43230,Ceanothus integerrimus,Shrub,80,160,155,NA,NA,AMM,NA,1984000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,9103.113792,6204.68224,NA,NA,NA,9103.113792
HISQUE,42947,1,43230,Ceanothus integerrimus,Shrub,70,90,90,NA,NA,AMM,NA,567000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,2601.545121,1773.21312,NA,NA,NA,2601.545121
HISQUE,42947,1,43230,Ceanothus integerrimus,Shrub,70,120,110,NA,NA,AMM,NA,924000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,4239.555012,2889.68064,NA,NA,NA,4239.555012
HISQUE,42947,1,43230,Ceanothus integerrimus,Shrub,100,150,140,NA,NA,AMM,NA,2100000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,9635.3523,6567.456,NA,NA,NA,9635.3523
HISQUE,42947,1,43230,Ceanothus integerrimus,Shrub,100,140,150,NA,NA,AMM,NA,2100000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,9635.3523,6567.456,NA,NA,NA,9635.3523
HISQUE,42947,1,43230,Ceanothus prostratus,Shrub,8,105,150,NA,NA,AMM,NA,126000,Shrub,6,0.035956245,0.037291667,0.017694159,0.053037037,0.004986667,0.022676112,0.024782609,0.010438647,0.031822222,0.003835897,4530.486912,2857.19007,NA,NA,NA,4530.486912
HISQUE,42947,1,43230,Ribes roezlii,Shrub,40,90,50,NA,NA,AMM,NA,180000,Shrub,12,0.010039295,0.004420244,0.011212273,0.036363636,0.00128,0.007654652,0.003249517,0.010409854,0.036363636,0.000530612,1807.073025,1377.837315,NA,NA,NA,1807.073025
HISQUE,42947,1,15-20,Arctostaphylos patula,Shrub,60,85,50,NA,NA,AMM,NA,255000,Shrub,7,0.009074744,0.0106,0.003310466,0.01264,0.00277686,0.00655953,0.007066667,0.00218689,0.00955,0.00277686,2314.059756,1672.68015,NA,NA,NA,2314.059756
HISQUE,42947,1,15-20,Ceanothus integerrimus,Shrub,130,300,270,NA,NA,AMM,NA,10530000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,48314.40939,32931.1008,NA,NA,NA,48314.40939
HISQUE,42947,1,15-20,Ceanothus integerrimus,Shrub,150,200,330,NA,NA,AMM,NA,9900000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,45423.8037,30960.864,NA,NA,NA,45423.8037
HISQUE,42947,1,43388,Arctostaphylos patula,Shrub,55,80,70,NA,NA,AMM,NA,308000,Shrub,7,0.009074744,0.0106,0.003310466,0.01264,0.00277686,0.00655953,0.007066667,0.00218689,0.00955,0.00277686,2795.021196,2020.33524,NA,NA,NA,2795.021196
HISQUE,42947,1,43388,Arctostaphylos patula,Shrub,60,60,50,NA,NA,AMM,NA,180000,Shrub,7,0.009074744,0.0106,0.003310466,0.01264,0.00277686,0.00655953,0.007066667,0.00218689,0.00955,0.00277686,1633.453946,1180.7154,NA,NA,NA,1633.453946
HISQUE,42947,1,43388,Arctostaphylos patula,Shrub,50,170,30,NA,NA,AMM,NA,255000,Shrub,7,0.009074744,0.0106,0.003310466,0.01264,0.00277686,0.00655953,0.007066667,0.00218689,0.00955,0.00277686,2314.059756,1672.68015,NA,NA,NA,2314.059756
HISQUE,42947,1,43388,Arctostaphylos patula,Shrub,80,150,100,NA,NA,AMM,NA,1200000,Shrub,7,0.009074744,0.0106,0.003310466,0.01264,0.00277686,0.00655953,0.007066667,0.00218689,0.00955,0.00277686,10889.69297,7871.436,NA,NA,NA,10889.69297
HISQUE,42947,1,43388,Arctostaphylos patula,Shrub,50,150,90,NA,NA,AMM,NA,675000,Shrub,7,0.009074744,0.0106,0.003310466,0.01264,0.00277686,0.00655953,0.007066667,0.00218689,0.00955,0.00277686,6125.452296,4427.68275,NA,NA,NA,6125.452296
HISQUE,42947,1,43388,Ceanothus cordulatus,Shrub,40,140,80,NA,NA,AMM,NA,448000,Shrub,14,0.007224573,0.008266667,0.004345448,0.013555556,0.001357143,0.005174962,0.006042857,0.003106737,0.010041152,0.00095,3236.608768,2318.382784,NA,NA,NA,3236.608768
HISQUE,42947,1,43388,Ceanothus cordulatus,Shrub,30,130,120,NA,NA,AMM,NA,468000,Shrub,14,0.007224573,0.008266667,0.004345448,0.013555556,0.001357143,0.005174962,0.006042857,0.003106737,0.010041152,0.00095,3381.100231,2421.882015,NA,NA,NA,3381.100231
HISQUE,42947,1,43388,Ceanothus cordulatus,Shrub,30,60,70,NA,NA,AMM,NA,126000,Shrub,14,0.007224573,0.008266667,0.004345448,0.013555556,0.001357143,0.005174962,0.006042857,0.003106737,0.010041152,0.00095,910.296216,652.045158,NA,NA,NA,910.296216
HISQUE,42947,1,43388,Ceanothus cordulatus,Shrub,100,180,160,NA,NA,AMM,NA,2880000,Shrub,14,0.007224573,0.008266667,0.004345448,0.013555556,0.001357143,0.005174962,0.006042857,0.003106737,0.010041152,0.00095,20806.77065,14903.88933,NA,NA,NA,20806.77065
HISQUE,42947,1,43388,Ceanothus cordulatus,Shrub,50,160,170,NA,NA,AMM,NA,1360000,Shrub,14,0.007224573,0.008266667,0.004345448,0.013555556,0.001357143,0.005174962,0.006042857,0.003106737,0.010041152,0.00095,9825.419474,7037.947737,NA,NA,NA,9825.419474
HISQUE,42947,1,43388,Ceanothus integerrimus,Shrub,100,140,120,NA,NA,AMM,NA,1680000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,7708.28184,5253.9648,NA,NA,NA,7708.28184
HISQUE,42947,1,43388,Ceanothus integerrimus,Shrub,120,160,160,NA,NA,AMM,NA,3072000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,14095.14394,9607.24992,NA,NA,NA,14095.14394
HISQUE,42947,1,43388,Ceanothus integerrimus,Shrub,140,140,140,NA,NA,AMM,NA,2744000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,12590.19367,8581.47584,NA,NA,NA,12590.19367
HISQUE,42947,1,43388,Ceanothus integerrimus,Shrub,110,150,150,NA,NA,AMM,NA,2475000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,11355.95093,7740.216,NA,NA,NA,11355.95093
HISQUE,42947,1,20-25,Ceanothus prostratus,Shrub,5,170,90,NA,NA,AMM,NA,76500,Shrub,6,0.035956245,0.037291667,0.017694159,0.053037037,0.004986667,0.022676112,0.024782609,0.010438647,0.031822222,0.003835897,2750.652768,1734.722543,NA,NA,NA,2750.652768
HISQUE,42947,1,20-25,Ceanothus prostratus,Shrub,70,160,100,NA,NA,AMM,NA,1120000,Shrub,6,0.035956245,0.037291667,0.017694159,0.053037037,0.004986667,0.022676112,0.024782609,0.010438647,0.031822222,0.003835897,40270.99477,25397.24507,NA,NA,NA,40270.99477
HISQUE,42947,1,25-30,Arctostaphylos patula,Shrub,40,90,60,NA,NA,AMM,NA,216000,Shrub,7,0.009074744,0.0106,0.003310466,0.01264,0.00277686,0.00655953,0.007066667,0.00218689,0.00955,0.00277686,1960.144735,1416.85848,NA,NA,NA,1960.144735
HISQUE,42947,1,25-30,Ceanothus integerrimus,Shrub,110,170,160,NA,NA,AMM,NA,2992000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,13728.0829,9357.06112,NA,NA,NA,13728.0829
HISQUE,42947,1,25-30,Ceanothus integerrimus,Shrub,100,150,120,NA,NA,AMM,NA,1800000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,8258.8734,5629.248,NA,NA,NA,8258.8734
HISQUE,42947,1,25-30,Ceanothus integerrimus,Shrub,120,500,171,NA,NA,AMM,NA,10260000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,47075.57838,32086.7136,NA,NA,NA,47075.57838
HISQUE,42947,1,25-30,Ceanothus integerrimus,Shrub,140,300,250,NA,NA,AMM,NA,10500000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,48176.7615,32837.28,NA,NA,NA,48176.7615
HISQUE,42947,1,25-30,Ceanothus integerrimus,Shrub,130,170,170,NA,NA,AMM,NA,3757000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,17238.10409,11749.49152,NA,NA,NA,17238.10409
HISQUE,42947,1,30-35,Arctostaphylos patula,Shrub,40,70,100,NA,NA,AMM,NA,280000,Shrub,7,0.009074744,0.0106,0.003310466,0.01264,0.00277686,0.00655953,0.007066667,0.00218689,0.00955,0.00277686,2540.92836,1836.6684,NA,NA,NA,2540.92836
HISQUE,42947,1,30-35,Ceanothus integerrimus,Shrub,100,200,210,NA,NA,AMM,NA,4200000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,19270.7046,13134.912,NA,NA,NA,19270.7046
HISQUE,42947,1,30-35,Ceanothus integerrimus,Shrub,110,130,120,NA,NA,AMM,NA,1716000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,7873.459308,5366.54976,NA,NA,NA,7873.459308
HISQUE,42947,1,30-35,Ceanothus integerrimus,Shrub,100,120,140,NA,NA,AMM,NA,1680000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,7708.28184,5253.9648,NA,NA,NA,7708.28184
HISQUE,42947,1,30-35,Ceanothus integerrimus,Shrub,110,300,250,NA,NA,AMM,NA,8250000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,37853.16975,25800.72,NA,NA,NA,37853.16975
HISQUE,42947,1,30-35,Ceanothus integerrimus,Shrub,60,80,90,NA,NA,AMM,NA,432000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,1982.129616,1351.01952,NA,NA,NA,1982.129616
HISQUE,42947,1,30-35,Ceanothus integerrimus,Shrub,130,150,80,NA,NA,AMM,NA,1560000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,7157.69028,4878.6816,NA,NA,NA,7157.69028
HISQUE,42947,1,30-35,Ceanothus integerrimus,Shrub,100,250,220,NA,NA,AMM,NA,5500000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,25235.4465,17200.48,NA,NA,NA,25235.4465
HISQUE,42947,1,30-35,Ceanothus integerrimus,Shrub,120,190,150,NA,NA,AMM,NA,3420000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,15691.85946,10695.5712,NA,NA,NA,15691.85946
HISQUE,42947,1,30-35,Ceanothus prostratus,Shrub,2,150,70,NA,NA,AMM,NA,21000,Shrub,6,0.035956245,0.037291667,0.017694159,0.053037037,0.004986667,0.022676112,0.024782609,0.010438647,0.031822222,0.003835897,755.081152,476.198345,NA,NA,NA,755.081152
HISQUE,42947,1,30-35,Ceanothus prostratus,Shrub,10,190,150,NA,NA,AMM,NA,285000,Shrub,6,0.035956245,0.037291667,0.017694159,0.053037037,0.004986667,0.022676112,0.024782609,0.010438647,0.031822222,0.003835897,10247.52992,6462.691825,NA,NA,NA,10247.52992
HISQUE,42947,1,30-35,Quercus kelloggii,Shrub,70,120,60,NA,NA,AMM,NA,504000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,347.9556954,41.9168632,NA,41.9168632
HISQUE,42947,1,30-35,Quercus kelloggii,Shrub,140,120,70,NA,NA,AMM,NA,1176000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,347.9556954,41.9168632,NA,41.9168632
HISQUE,42947,1,35-40,Ceanothus cordulatus,Shrub,60,90,110,NA,NA,AMM,NA,594000,Shrub,14,0.007224573,0.008266667,0.004345448,0.013555556,0.001357143,0.005174962,0.006042857,0.003106737,0.010041152,0.00095,4291.396447,3073.927173,NA,NA,NA,4291.396447
HISQUE,42947,1,35-40,Ceanothus integerrimus,Shrub,140,250,190,NA,NA,AMM,NA,6650000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,30511.94895,20796.944,NA,NA,NA,30511.94895
HISQUE,42947,1,35-40,Ceanothus integerrimus,Shrub,120,300,250,NA,NA,AMM,NA,9000000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,41294.367,28146.24,NA,NA,NA,41294.367
HISQUE,42947,1,35-40,Ceanothus integerrimus,Shrub,90,180,100,NA,NA,AMM,NA,1620000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,7432.98606,5066.3232,NA,NA,NA,7432.98606
HISQUE,42947,1,35-40,Ceanothus prostratus,Shrub,110,170,9,NA,NA,AMM,NA,168300,Shrub,6,0.035956245,0.037291667,0.017694159,0.053037037,0.004986667,0.022676112,0.024782609,0.010438647,0.031822222,0.003835897,6051.43609,3816.389594,NA,NA,NA,6051.43609
HISQUE,42947,1,35-40,Frangula rubra,Shrub,110,140,50,NA,NA,AMM,NA,770000,Shrub,2,0.002802353,0.002802353,0.000524645,0.003173333,0.002431373,0.002194309,0.002194309,0.000180513,0.002321951,0.002066667,2157.81181,1689.61793,NA,NA,NA,2157.81181
HISQUE,42947,1,35-40,Quercus kelloggii,Shrub,150,150,110,NA,NA,AMM,NA,2475000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,569.1087888,113.3774635,NA,113.3774635
HISQUE,42947,1,40-45,Arctostaphylos patula,Shrub,60,60,40,NA,NA,AMM,NA,144000,Shrub,7,0.009074744,0.0106,0.003310466,0.01264,0.00277686,0.00655953,0.007066667,0.00218689,0.00955,0.00277686,1306.763157,944.57232,NA,NA,NA,1306.763157
HISQUE,42947,1,40-45,Ceanothus integerrimus,Shrub,120,300,250,NA,NA,AMM,NA,9000000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,41294.367,28146.24,NA,NA,NA,41294.367
HISQUE,42947,1,40-45,Ceanothus integerrimus,Shrub,140,250,160,NA,NA,AMM,NA,5600000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,25694.2728,17513.216,NA,NA,NA,25694.2728
HISQUE,42947,1,40-45,Ceanothus integerrimus,Shrub,110,170,140,NA,NA,AMM,NA,2618000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,12012.07253,8187.42848,NA,NA,NA,12012.07253
HISQUE,42947,1,40-45,Ceanothus integerrimus,Shrub,100,180,170,NA,NA,AMM,NA,3060000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,14040.08478,9569.7216,NA,NA,NA,14040.08478
HISQUE,42947,1,40-45,Ceanothus prostratus,Shrub,5,100,50,NA,NA,AMM,NA,25000,Shrub,6,0.035956245,0.037291667,0.017694159,0.053037037,0.004986667,0.022676112,0.024782609,0.010438647,0.031822222,0.003835897,898.9061333,566.9027917,NA,NA,NA,898.9061333
HISQUE,42947,1,40-45,Frangula rubra,Shrub,120,70,80,NA,NA,AMM,NA,672000,Shrub,2,0.002802353,0.002802353,0.000524645,0.003173333,0.002431373,0.002194309,0.002194309,0.000180513,0.002321951,0.002066667,1883.181216,1474.575648,NA,NA,NA,1883.181216
HISQUE,42947,1,40-45,Quercus kelloggii,Shrub,150,150,110,NA,NA,AMM,NA,2475000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,569.1087888,113.3774635,NA,113.3774635
HISQUE,42947,1,45-50,Ceanothus integerrimus,Shrub,110,250,150,NA,NA,AMM,NA,4125000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,18926.58488,12900.36,NA,NA,NA,18926.58488
HISQUE,42947,1,45-50,Ceanothus integerrimus,Shrub,130,250,290,NA,NA,AMM,NA,9425000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,43244.37878,29475.368,NA,NA,NA,43244.37878
HISQUE,42947,1,45-50,Ceanothus integerrimus,Shrub,70,130,120,NA,NA,AMM,NA,1092000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,5010.383196,3415.07712,NA,NA,NA,5010.383196
HISQUE,42947,1,45-50,Ceanothus integerrimus,Shrub,130,170,160,NA,NA,AMM,NA,3536000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,16224.09797,11058.34496,NA,NA,NA,16224.09797
HISQUE,42947,1,45-50,Frangula rubra,Shrub,80,50,40,NA,NA,AMM,NA,160000,Shrub,2,0.002802353,0.002802353,0.000524645,0.003173333,0.002431373,0.002194309,0.002194309,0.000180513,0.002321951,0.002066667,448.37648,351.08944,NA,NA,NA,448.37648
HISQUE,42947,1,45-50,Quercus kelloggii,Shrub,150,120,70,NA,NA,AMM,NA,1260000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2266.285304,1035.505358,NA,1035.505358
HISQUE,42947,1,45-50,Quercus kelloggii,Shrub,230,250,300,NA,NA,AMM,NA,17250000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2266.285304,1035.505358,NA,1035.505358
HISQUE,42947,2,0-5,Ceanothus cordulatus,Shrub,50,135,65,NA,NA,AMM,NA,438750,Shrub,14,0.007224573,0.008266667,0.004345448,0.013555556,0.001357143,0.005174962,0.006042857,0.003106737,0.010041152,0.00095,3169.781466,2270.514389,NA,NA,NA,3169.781466
HISQUE,42947,2,0-5,Ceanothus integerrimus,Shrub,120,130,140,NA,NA,AMM,NA,2184000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,10020.76639,6830.15424,NA,NA,NA,10020.76639
HISQUE,42947,2,0-5,Ceanothus integerrimus,Shrub,65,95,60,NA,NA,AMM,NA,370500,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,1699.951442,1158.68688,NA,NA,NA,1699.951442
HISQUE,42947,2,43230,Arctostaphylos patula,Shrub,45,60,55,NA,NA,AMM,NA,148500,Shrub,7,0.009074744,0.0106,0.003310466,0.01264,0.00277686,0.00655953,0.007066667,0.00218689,0.00955,0.00277686,1347.599505,974.090205,NA,NA,NA,1347.599505
HISQUE,42947,2,15-20,Arctostaphylos patula,Shrub,55,50,70,NA,NA,AMM,NA,192500,Shrub,7,0.009074744,0.0106,0.003310466,0.01264,0.00277686,0.00655953,0.007066667,0.00218689,0.00955,0.00277686,1746.888248,1262.709525,NA,NA,NA,1746.888248
HISQUE,42947,2,15-20,Ceanothus cordulatus,Shrub,70,150,180,NA,NA,AMM,NA,1890000,Shrub,14,0.007224573,0.008266667,0.004345448,0.013555556,0.001357143,0.005174962,0.006042857,0.003106737,0.010041152,0.00095,13654.44324,9780.67737,NA,NA,NA,13654.44324
HISQUE,42947,2,15-20,Ceanothus integerrimus,Shrub,140,200,320,NA,NA,AMM,NA,8960000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,41110.83648,28021.1456,NA,NA,NA,41110.83648
HISQUE,42947,2,15-20,Ceanothus integerrimus,Shrub,130,150,210,NA,NA,AMM,NA,4095000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,18788.93699,12806.5392,NA,NA,NA,18788.93699
HISQUE,42947,2,15-20,Ceanothus prostratus,Shrub,12,200,100,NA,NA,AMM,NA,240000,Shrub,6,0.035956245,0.037291667,0.017694159,0.053037037,0.004986667,0.022676112,0.024782609,0.010438647,0.031822222,0.003835897,8629.49888,5442.2668,NA,NA,NA,8629.49888
HISQUE,42947,2,43388,Ceanothus integerrimus,Shrub,120,180,170,NA,NA,AMM,NA,3672000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,16848.10174,11483.66592,NA,NA,NA,16848.10174
HISQUE,42947,2,43388,Ceanothus integerrimus,Shrub,115,160,180,NA,NA,AMM,NA,3312000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,15196.32706,10357.81632,NA,NA,NA,15196.32706
HISQUE,42947,2,43388,Ceanothus integerrimus,Shrub,90,160,170,NA,NA,AMM,NA,2448000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,11232.06782,7655.77728,NA,NA,NA,11232.06782
HISQUE,42947,2,20-25,Ceanothus integerrimus,Shrub,120,120,130,NA,NA,AMM,NA,1872000,Shrub,19,0.004588263,0.002177778,0.005285338,0.021638095,0.000247619,0.00312736,0.001562791,0.003973959,0.01682963,0.000247619,8589.228336,5854.41792,NA,NA,NA,8589.228336
