ID,Site,Date,Transect,Meter,Species,DBH_cm,Intact,State,Height_m,Comments,Entered_by,Range,DBH_inch,Biomass
707,HICOWS,22-Aug-17,1,30-35,Quercus kelloggii,40.7,Y,D,,,JMP,,16.0236307,1084.958277
708,HICOWS,22-Aug-17,1,30-35,Pinaceae,30,Y,D,,,JMP,,11.81103,304.5719383
709,HICOWS,22-Aug-17,1,45-50,Pinaceae,55,Y,D,,,JMP,,21.653555,1270.644971
710,HICOWS,22-Aug-17,1,45-50,Pinaceae,45.9,Y,D,,,JMP,,18.0708759,829.9299157
711,HICOWS,22-Aug-17,1,45-50,Pinaceae,19.2,Y,D,,,JMP,,7.5590592,106.1317442
712,HICOWS,22-Aug-17,1,45-50,Pinaceae,15.9,Y,D,,,JMP,,6.2598459,67.90328641
713,HICOWS,22-Aug-17,1,35-40,Pinaceae,21.3,Y,D,,,JMP,,8.3858313,135.6603692
714,HICOWS,22-Aug-17,1,35-40,Pinaceae,22.4,Y,D,,,JMP,,8.8189024,152.8058665
715,HICOWS,22-Aug-17,1,30-35,Pinaceae,32.3,Y,D,,,JMP,,12.7165423,362.545273
716,HICOWS,22-Aug-17,1,30-35,Pinaceae,18.3,Y,D,,,JMP,,7.2047283,94.73368764
717,HICOWS,22-Aug-17,1,20-25,Pinaceae,49.2,Y,D,,,JMP,,19.3700892,977.3708143
718,HICOWS,22-Aug-17,1,20-25,Pinaceae,35.9,Y,D,15,,JMP,,14.1338659,465.1250816
719,HICOWS,22-Aug-17,1,15-20,Pinaceae,26.5,Y,D,,,JMP,,10.4330765,227.2739698
720,HICOWS,22-Aug-17,1,15-Oct,Pinaceae,33,Y,D,,,JMP,,12.992133,381.3477349
721,HICOWS,22-Aug-17,1,15-Oct,Pinaceae,33.2,Y,D,,,JMP,,13.0708732,386.8203196
722,HICOWS,22-Aug-17,1,0-5,Pinaceae,37.5,Y,D,,,JMP,,14.7637875,515.4750392
723,HICOWS,22-Aug-17,1,0-5,Pinaceae,40.9,Y,D,,,JMP,,16.1023709,632.463049
724,HICOWS,22-Aug-17,1,0-5,Pinaceae,32.2,Y,D,,,JMP,,12.6771722,359.9036933
725,HICOWS,22-Aug-17,2,0-5,Pinaceae,41,Y,D,,,JMP,,16.141741,636.1128191
726,HICOWS,22-Aug-17,2,10-May,Pinaceae,37,N,D,1.5,,JMP,,14.566937,146.8921915
727,HICOWS,22-Aug-17,2,15-20,Pinaceae,31,Y,D,,,JMP,,12.204731,329.0659289
728,HICOWS,22-Aug-17,2,15-20,Pinaceae,41,Y,D,,,JMP,,16.141741,636.1128191
729,HICOWS,22-Aug-17,2,15-20,Pinaceae,17,Y,D,,,JMP,,6.692917,79.5663773
730,HICOWS,22-Aug-17,2,20-25,Pinaceae,42,Y,D,,,JMP,,16.535442,673.2758075
731,HICOWS,22-Aug-17,2,20-25,Pinaceae,27,Y,D,,,JMP,,10.629927,237.5266275
732,HICOWS,22-Aug-17,2,20-25,Pinaceae,40,Y,D,,,JMP,,15.74804,600.1563489
733,HICOWS,22-Aug-17,2,25-30,Pinaceae,18,Y,D,,,JMP,,7.086618,91.09859209
734,HICOWS,22-Aug-17,2,35-40,Pinaceae,24,Y,D,,,JMP,,9.448824,179.8582713
735,HICOWS,22-Aug-17,2,35-40,Pinaceae,39,Y,D,,,JMP,,15.354339,565.3960001
736,HICOWS,22-Aug-17,2,45-50,Pinaceae,30,Y,D,,,JMP,,11.81103,304.5719383
737,HICOWS,22-Aug-17,2,45-50,Pinaceae,15,Y,D,,,JMP,,5.905515,59.14054473
738,HICOWS,22-Aug-17,2,45-50,Pinaceae,22,Y,D,,,JMP,,8.661422,146.4355814
739,HICOWS,22-Aug-17,2,40-45,Pinaceae,25,Y,D,,,JMP,,9.842525,198.0620412
740,HICOWS,22-Aug-17,2,40-45,Pinaceae,46,Y,D,,,JMP,,18.110246,834.1952694
741,HICOWS,22-Aug-17,2,40-45,Pinaceae,20,Y,D,,,JMP,,7.87402,116.8916348
742,HICOWS,22-Aug-17,2,35-40,Pinaceae,39,Y,D,,,JMP,,15.354339,565.3960001
743,HICOWS,22-Aug-17,2,35-40,Pinaceae,35,Y,D,,,JMP,,13.779535,438.101744
744,HICOWS,22-Aug-17,2,35-40,Pinaceae,16,Y,D,,,JMP,,6.299216,68.91992766
745,HICOWS,22-Aug-17,2,25-30,Pinaceae,43,Y,D,,,JMP,,16.929143,711.6555469
746,HICOWS,22-Aug-17,2,25-30,Pinaceae,16,Y,D,,,JMP,,6.299216,68.91992766
747,HICOWS,22-Aug-17,2,20-25,Pinaceae,34,Y,D,,,JMP,,13.385834,409.1598013
748,HICOWS,22-Aug-17,2,20-25,Pinaceae,24,Y,D,,,JMP,,9.448824,179.8582713
749,HICOWS,22-Aug-17,2,20-25,Pinaceae,28,Y,D,,,JMP,,11.023628,258.8152183
750,HICOWS,22-Aug-17,2,15-20,Pinaceae,49,Y,D,,,JMP,,19.291349,968.039653
751,HICOWS,22-Aug-17,2,15-20,Pinaceae,27,Y,D,,,JMP,,10.629927,237.5266275
752,HICOWS,22-Aug-17,2,10-May,Pinaceae,23,Y,D,,,JMP,,9.055123,162.6543956
753,HICOWS,22-Aug-17,2,10-May,Pinaceae,36,Y,D,,,JMP,,14.173236,468.1851062
754,HICOWS,22-Aug-17,2,0-5,Pinaceae,26,Y,D,,,JMP,,10.236226,217.2801394
755,HIDODD,24-Jul-17,1,0-5,Pinaceae,34.6,N,D,17.5,,JMP,15-20,13.6220546,451.8398432
756,HIDODD,24-Jul-17,1,0-5,Pinaceae,28.4,Y,D,,,JMP,,11.1811084,267.6254521
757,HIDODD,24-Jul-17,1,0-5,Pinaceae,26,Y,D,,,JMP,,10.236226,217.2801394
758,HIDODD,24-Jul-17,1,0-5,Pinaceae,29,Y,D,,,JMP,,11.417329,281.1592965
759,HIDODD,24-Jul-17,1,0-5,Pinaceae,36.7,Y,D,,,JMP,,14.4488267,489.9286797
760,HIDODD,24-Jul-17,1,10-May,Pinaceae,21,Y,D,,,JMP,,8.267721,131.1865682
761,HIDODD,24-Jul-17,1,10-May,Pinaceae,62,Y,D,,,JMP,,24.409462,1684.645452
762,HIDODD,24-Jul-17,1,10-May,Pinaceae,44.4,Y,D,,,JMP,,17.4803244,767.4504777
763,HIDODD,24-Jul-17,1,10-May,Pinaceae,58.3,Y,D,,,JMP,,22.9527683,1457.477864
764,HIDODD,24-Jul-17,1,15-Oct,Pinaceae,31.3,Y,D,,,JMP,,12.3228413,336.6268662
765,HIDODD,24-Jul-17,1,15-Oct,Pinaceae,41,Y,D,,,JMP,,16.141741,636.1128191
766,HIDODD,24-Jul-17,1,15-20,Pinaceae,16.5,Y,D,,,JMP,,6.4960665,74.13358307
767,HIDODD,24-Jul-17,1,15-20,Pinaceae,35.1,N,D,5,,JMP,,13.8189051,203.7758489
768,HIDODD,24-Jul-17,1,15-20,Pinaceae,24.4,Y,D,,,JMP,,9.6063044,187.018975
769,HIDODD,24-Jul-17,1,20-25,Pinaceae,58,Y,D,,,JMP,,22.834658,1439.883324
770,HIDODD,24-Jul-17,1,35-40,Pinaceae,17.6,Y,D,,,JMP,,6.9291376,86.37824791
771,HIDODD,24-Jul-17,1,35-40,Pinaceae,67.2,Y,D,,,JMP,,26.4567072,2036.267299
772,HIDODD,24-Jul-17,1,35-40,Pinaceae,22,Y,D,,,JMP,,8.661422,146.4355814
773,HIDODD,24-Jul-17,1,40-45,Pinaceae,16.7,Y,D,,,JMP,,6.5748067,76.28027353
774,HIDODD,24-Jul-17,1,40-45,Pinaceae,74.8,Y,D,,,JMP,,29.4488348,2620.228549
775,HIDODD,24-Jul-17,1,40-45,Pinaceae,27.7,Y,D,,,JMP,,10.9055177,252.3184177
776,HIDODD,24-Jul-17,1,45-50,Pinaceae,75.4,Y,D,,,JMP,,29.6850554,2669.953838
777,HIDODD,24-Jul-17,1,45-50,Pinaceae,30,Y,D,,,JMP,,11.81103,304.5719383
778,HIDODD,24-Jul-17,1,40-45,Pinaceae,36.7,N,D,12.5,,JMP,15-Oct,14.4488267,387.9298617
779,HIDODD,24-Jul-17,1,35-40,Pinaceae,55.8,Y,D,,,JMP,,21.9685158,1314.588952
780,HIDODD,24-Jul-17,1,35-40,Pinaceae,45.5,Y,D,,,JMP,,17.9133955,812.9939269
781,HIDODD,24-Jul-17,1,30-35,Pinaceae,68.8,Y,D,,,JMP,,27.0866288,2152.212865
782,HIDODD,24-Jul-17,1,25-30,Pinaceae,47.7,Y,D,,,JMP,,18.7795377,908.6359902
783,HIDODD,24-Jul-17,1,25-30,Pinaceae,39.9,Y,D,,,JMP,,15.7086699,596.6266616
784,HIDODD,24-Jul-17,1,20-25,Pinaceae,69.8,Y,D,,,JMP,,27.4803298,2226.557206
785,HIDODD,24-Jul-17,1,10-May,Pinaceae,28.2,Y,D,,,JMP,,11.1023682,263.1991721
786,HIDODD,24-Jul-17,1,10-May,Pinaceae,22,Y,D,,,JMP,,8.661422,146.4355814
787,HIDODD,24-Jul-17,1,0-5,Pinaceae,27.9,Y,D,,,JMP,,10.9842579,256.6390806
788,HIDODD,24-Jul-17,1,0-5,Pinaceae,19,N,D,12.5,,JMP,15-Oct,7.480319,128.700369
789,HIDODD,24-Jul-17,2,0-5,Pinaceae,44.9,Y,D,,,JMP,,17.6771749,787.9651623
790,HIDODD,24-Jul-17,2,45-50,Pinaceae,22.5,N,D,3.2,,JMP,0-5,8.8582725,70.01770628
791,HIDODD,24-Jul-17,2,45-50,Pinaceae,34,Y,D,,,JMP,,13.385834,409.1598013
792,HIDODD,24-Jul-17,2,45-50,Pinaceae,29,Y,D,,,JMP,,11.417329,281.1592965
793,HIDODD,24-Jul-17,2,45-50,Pinaceae,15,Y,D,,,JMP,,5.905515,59.14054473
794,HIDODD,24-Jul-17,2,40-45,Pinaceae,43.8,Y,D,,,JMP,,17.2441038,743.2421747
795,HIDODD,24-Jul-17,2,40-45,Pinaceae,15.8,N,D,7.5,,JMP,10-May,6.2204758,63.30837055
796,HIDODD,24-Jul-17,2,35-40,Pinaceae,55.5,Y,D,,,JMP,,21.8504055,1298.009384
797,HIDODD,24-Jul-17,2,30-35,Pinaceae,33.7,Y,D,,,JMP,,13.2677237,400.6980753
798,HIDODD,24-Jul-17,2,30-35,Pinaceae,60.1,Y,D,,,JMP,,23.6614301,1565.632459
799,HIDODD,24-Jul-17,2,25-30,Pinaceae,53,Y,D,,,JMP,,20.866153,1164.519907
800,HIDODD,24-Jul-17,2,15-20,Pinaceae,64.4,Y,D,,,JMP,,25.3543444,1842.180503
801,HIDODD,24-Jul-17,2,15-Oct,Pinaceae,66,Y,D,,,JMP,,25.984266,1951.719755
802,HIDODD,24-Jul-17,2,15-Oct,Pinaceae,63.4,Y,D,,,JMP,,24.9606434,1775.557732
803,HIDODD,24-Jul-17,2,15-Oct,Pinaceae,40.5,Y,D,,,JMP,,15.9448905,617.9844151
804,HIDODD,24-Jul-17,2,15-Oct,Pinaceae,36,Y,D,,,JMP,,14.173236,468.1851062
805,HISHRU,07-Aug-17,1,45-50,Pinaceae,33.2,Y,D,,,JMP,,13.0708732,386.8203196
806,HISHRU,07-Aug-17,1,45-50,Pinaceae,25.9,Y,D,,,JMP,,10.1968559,215.3122812
807,HISHRU,07-Aug-17,1,40-45,Pinaceae,25.3,Y,D,,,JMP,,9.9606353,203.7203194
808,HISHRU,07-Aug-17,1,35-40,Pinaceae,28,Y,D,,,JMP,,11.023628,258.8152183
809,HISHRU,07-Aug-17,1,35-40,Pinaceae,29.5,Y,D,,,JMP,,11.6141795,292.7312412
810,HISHRU,07-Aug-17,1,30-35,Pinaceae,22.3,Y,D,,,JMP,,8.7795323,151.1986936
811,HISHRU,07-Aug-17,1,30-35,Pinaceae,19.2,Y,D,,,JMP,,7.5590592,106.1317442
812,HISHRU,07-Aug-17,1,30-35,Pinaceae,21.2,Y,D,,,JMP,,8.3464612,134.1595345
813,HISHRU,07-Aug-17,1,30-35,Pinaceae,18.5,Y,D,,,JMP,,7.2834685,97.20250921
814,HISHRU,07-Aug-17,1,30-35,Pinaceae,15.3,Y,D,,,JMP,,6.0236253,61.98446077
815,HISHRU,07-Aug-17,1,25-30,Pinaceae,28.1,Y,D,,,JMP,,11.0629981,261.001911
816,HISHRU,07-Aug-17,1,25-30,Pinaceae,22.5,Y,D,,,JMP,,8.8582725,154.4227992
817,HISHRU,07-Aug-17,1,25-30,Pinaceae,26.1,Y,D,,,JMP,,10.2755961,219.2582817
818,HISHRU,07-Aug-17,1,20-25,Pinaceae,24,Y,D,,,JMP,,9.448824,179.8582713
819,HISHRU,07-Aug-17,1,20-25,Pinaceae,75.6,Y,D,,,JMP,,29.7637956,2686.648341
820,HISHRU,07-Aug-17,1,10-May,Pinaceae,24.5,Y,D,,,JMP,,9.6456745,188.8342583
821,HISHRU,07-Aug-17,1,10-May,Quercus kelloggii,50.1,Y,D,,,JMP,,19.7244201,1800.173763
822,HISHRU,07-Aug-17,1,10-May,Pinaceae,16.1,Y,D,,,JMP,,6.3385861,69.94524023
823,HISHRU,07-Aug-17,1,0-5,Pinaceae,22.8,Y,D,,,JMP,,8.9763828,159.3323098
824,HISHRU,07-Aug-17,1,0-5,Pinaceae,15.1,Y,D,,,JMP,,5.9448851,60.08001374
825,HISHRU,07-Aug-17,1,0-5,Quercus kelloggii,64.1,Y,D,,,JMP,,25.2362341,3281.224937
826,HISHRU,07-Aug-17,1,0-5,Pinaceae,19.1,Y,D,,,JMP,,7.5196891,104.828539
827,HISHRU,07-Aug-17,1,0-5,Pinaceae,17.6,Y,D,,,JMP,,6.9291376,86.37824791
828,HISHRU,07-Aug-17,1,10-May,Pinaceae,16.7,Y,D,,,JMP,,6.5748067,76.28027353
829,HISHRU,07-Aug-17,1,10-May,Pinaceae,15.8,Y,D,,,JMP,,6.2204758,66.89529736
830,HISHRU,07-Aug-17,1,10-May,Pinaceae,23.1,Y,D,,,JMP,,9.0944931,164.3302074
831,HISHRU,07-Aug-17,1,15-Oct,Pinaceae,27.6,Y,D,,,JMP,,10.8661476,250.1738659
832,HISHRU,07-Aug-17,1,15-Oct,Pinaceae,23.7,Y,D,,,JMP,,9.3307137,174.5927866
833,HISHRU,07-Aug-17,1,15-Oct,Pinaceae,18.9,Y,D,,,JMP,,7.4409489,102.2497972
834,HISHRU,07-Aug-17,1,15-Oct,Pinaceae,16.4,Y,D,,,JMP,,6.4566964,73.07339572
835,HISHRU,07-Aug-17,1,15-20,Pinaceae,19.2,Y,D,,,JMP,,7.5590592,106.1317442
836,HISHRU,07-Aug-17,1,15-20,Pinaceae,18.2,Y,D,,,JMP,,7.1653582,93.51292171
837,HISHRU,07-Aug-17,1,15-20,Pinaceae,18.3,Y,D,,,JMP,,7.2047283,94.73368764
838,HISHRU,07-Aug-17,1,15-20,Pinaceae,23.6,Y,D,,,JMP,,9.2913436,172.8575551
839,HISHRU,07-Aug-17,1,15-20,Pinaceae,17.8,Y,D,,,JMP,,7.0078778,88.72041474
840,HISHRU,07-Aug-17,1,20-25,Pinaceae,22.6,Y,D,,,JMP,,8.8976426,156.0495072
841,HISHRU,07-Aug-17,1,20-25,Pinaceae,16.9,Y,D,,,JMP,,6.6535469,78.46217565
842,HISHRU,07-Aug-17,1,20-25,Pinaceae,85.1,Y,D,,,JMP,,33.5039551,3549.48404
843,HISHRU,07-Aug-17,1,25-30,Pinaceae,69.4,Y,D,,,JMP,,27.3228494,2196.645435
844,HISHRU,07-Aug-17,1,25-30,Pinaceae,39.1,Y,D,,,JMP,,15.3937091,568.8185093
845,HISHRU,07-Aug-17,1,30-35,Pinaceae,21.3,Y,D,,,JMP,,8.3858313,135.6603692
846,HISHRU,07-Aug-17,1,30-35,Pinaceae,41.8,Y,D,,,JMP,,16.4567018,665.7461949
847,HISHRU,07-Aug-17,1,30-35,Pinaceae,16.4,N,D,27.5,,JMP,25-30,6.4566964,201.7654581
848,HISHRU,07-Aug-17,1,35-40,Pinaceae,37.7,Y,D,,,JMP,,14.8425277,521.9783477
849,HISHRU,07-Aug-17,1,35-40,Pinaceae,30.2,Y,D,,,JMP,,11.8897702,309.3838243
850,HISHRU,07-Aug-17,1,35-40,Pinaceae,38.2,Y,D,,,JMP,,15.0393782,538.4418329
851,HISHRU,07-Aug-17,1,40-45,Pinaceae,16.5,Y,D,,,JMP,,6.4960665,74.13358307
852,HISHRU,07-Aug-17,1,40-45,Pinaceae,33.6,Y,D,,,JMP,,13.2283536,397.9000434
853,HISHRU,07-Aug-17,1,40-45,Pinaceae,32,N,D,12.5,,JMP,15-Oct,12.598432,306.5849521
854,HISHRU,07-Aug-17,1,45-50,Pinaceae,33.9,Y,D,,,JMP,,13.3464639,406.3279426
855,HISHRU,07-Aug-17,1,45-50,Pinaceae,98.2,Y,D,,,JMP,,38.6614382,4970.998156
856,HISHRU,07-Aug-17,1,45-50,Pinaceae,40.5,Y,D,,,JMP,,15.9448905,617.9844151
857,HISHRU,08-Aug-17,2,0-5,Pinaceae,16.5,N,D,3.2,,JMP,0-5,6.4960665,39.05029681
858,HISHRU,08-Aug-17,2,0-5,Pinaceae,127.2,Y,D,,,JMP,,50.0787672,9135.645282
859,HISHRU,08-Aug-17,2,15-Oct,Pinaceae,31.3,N,D,3.2,,JMP,0-5,12.3228413,132.6564047
860,HISHRU,08-Aug-17,2,15-20,Pinaceae,85,Y,D,,,JMP,,33.464585,3539.679053
861,HISHRU,08-Aug-17,2,20-25,Pinaceae,39.4,Y,D,,,JMP,,15.5118194,579.1572775
862,HISHRU,08-Aug-17,2,25-30,Pinaceae,82,Y,D,,,JMP,,32.283482,3252.742817
863,HISHRU,08-Aug-17,2,30-35,Pinaceae,16.4,Y,D,,,JMP,,6.4566964,73.07339572
864,HISHRU,08-Aug-17,2,35-40,Pinaceae,23.5,Y,D,,,JMP,,9.2519735,171.1322641
865,HISHRU,08-Aug-17,2,35-40,Pinaceae,73.6,Y,D,,,JMP,,28.9763936,2522.384952
866,HISHRU,08-Aug-17,2,40-45,Pinaceae,54,Y,D,,,JMP,,21.259854,1216.918067
867,HISHRU,08-Aug-17,2,45-50,Pinaceae,40,Y,D,,,JMP,,15.74804,600.1563489
868,HISHRU,08-Aug-17,2,45-50,Pinaceae,18.5,Y,D,,,JMP,,7.2834685,97.20250921
869,HISHRU,08-Aug-17,2,45-50,Pinaceae,39.3,Y,D,,,JMP,,15.4724493,575.6991374
870,HISHRU,08-Aug-17,2,40-45,Pinaceae,110.4,Y,D,,,JMP,,43.4645904,6547.32541
871,HISHRU,08-Aug-17,2,40-45,Pinaceae,23.5,Y,D,,,JMP,,9.2519735,171.1322641
872,HISHRU,08-Aug-17,2,40-45,Pinaceae,25.5,Y,D,,,JMP,,10.0393755,207.5434119
873,HISHRU,08-Aug-17,2,40-45,Pinaceae,75.8,Y,D,,,JMP,,29.8425358,2703.40264
874,HISHRU,08-Aug-17,2,35-40,Pinaceae,37.5,Y,D,,,JMP,,14.7637875,515.4750392
875,HISHRU,08-Aug-17,2,35-40,Pinaceae,20.2,Y,D,,,JMP,,7.9527602,119.6750661
876,HISHRU,08-Aug-17,2,30-35,Pinaceae,55.5,Y,D,,,JMP,,21.8504055,1298.009384
877,HISHRU,08-Aug-17,2,25-30,Pinaceae,74.2,Y,D,,,JMP,,29.2126142,2571.039424
878,HISHRU,08-Aug-17,2,20-25,Pinaceae,81,Y,D,,,JMP,,31.889781,3160.182169
879,HISHRU,08-Aug-17,2,20-25,Pinaceae,18.5,N,D,3.2,,JMP,0-5,7.2834685,48.36762166
880,HISHRU,08-Aug-17,2,20-25,Pinaceae,50.3,Y,D,,,JMP,,19.8031603,1029.613736
881,HISHRU,08-Aug-17,2,15-20,Pinaceae,19.6,Y,D,,,JMP,,7.7165396,111.4371884
882,HISHRU,08-Aug-17,2,15-20,Pinaceae,21.2,Y,D,,,JMP,,8.3464612,134.1595345
883,HISHRU,08-Aug-17,2,15-20,Pinaceae,33.1,Y,D,,,JMP,,13.0315031,384.0784307
884,HISHRU,08-Aug-17,2,10-May,Pinaceae,133.8,N,D,42.5,,JMP,40-45,52.6771938,10336.75076
885,HISHRU,08-Aug-17,2,10-May,Pinaceae,25.7,Y,D,,,JMP,,10.1181157,211.4073618
886,HISHRU,08-Aug-17,2,10-May,Pinaceae,37.4,Y,D,,,JMP,,14.7244174,512.2409311
887,HISHRU,08-Aug-17,2,10-May,Pinaceae,20.7,Y,D,,,JMP,,8.1496107,126.7986378
888,HISHRU,08-Aug-17,2,0-5,Pinaceae,41.3,N,D,3.2,,JMP,0-5,16.2598513,230.9731038
889,HISQUE,31-Jul-17,1,0-5,Pinaceae,37,Y,D,,,JMP,,14.566937,499.4212177
890,HISQUE,31-Jul-17,1,0-5,Pinaceae,51,Y,D,,,JMP,,20.078751,1063.675027
891,HISQUE,31-Jul-17,1,0-5,Pinaceae,19,Y,D,,,JMP,,7.480319,103.5345623
892,HISQUE,31-Jul-17,1,0-5,Pinaceae,23,Y,D,,,JMP,,9.055123,162.6543956
893,HISQUE,31-Jul-17,1,0-5,Pinaceae,18,Y,D,,,JMP,,7.086618,91.09859209
894,HISQUE,31-Jul-17,1,10-May,Pinaceae,28,Y,D,,,JMP,,11.023628,258.8152183
895,HISQUE,31-Jul-17,1,15-20,Pinaceae,46,Y,D,,,JMP,,18.110246,834.1952694
896,HISQUE,31-Jul-17,1,20-25,Pinaceae,47,Y,D,,,JMP,,18.503947,877.5412753
897,HISQUE,31-Jul-17,1,20-25,Pinaceae,15,Y,D,,,JMP,,5.905515,59.14054473
898,HISQUE,31-Jul-17,1,20-25,Pinaceae,16,Y,D,,,JMP,,6.299216,68.91992766
899,HISQUE,31-Jul-17,1,20-25,Pinaceae,16,Y,D,,,JMP,,6.299216,68.91992766
900,HISQUE,31-Jul-17,1,25-30,Pinaceae,25,Y,D,,,JMP,,9.842525,198.0620412
901,HISQUE,31-Jul-17,1,25-30,Pinaceae,29,Y,D,,,JMP,,11.417329,281.1592965
902,HISQUE,31-Jul-17,1,25-30,Pinaceae,26,Y,D,,,JMP,,10.236226,217.2801394
903,HISQUE,31-Jul-17,1,25-30,Pinaceae,27,Y,D,,,JMP,,10.629927,237.5266275
904,HISQUE,31-Jul-17,1,40-45,Pinaceae,44,Y,D,,,JMP,,17.322844,751.2621124
905,HISQUE,31-Jul-17,1,40-45,Pinaceae,53,Y,D,,,JMP,,20.866153,1164.519907
906,HISQUE,31-Jul-17,1,45-50,Pinaceae,36,N,D,11,,JMP,,14.173236,342.9420988
907,HISQUE,31-Jul-17,1,45-50,Quercus kelloggii,49,Y,D,,,JMP,,19.291349,1705.385433
908,HISQUE,31-Jul-17,1,45-50,Pinaceae,15,Y,D,,,JMP,,5.905515,59.14054473
909,HISQUE,31-Jul-17,1,45-50,Pinaceae,28,Y,D,,,JMP,,11.023628,258.8152183
910,HISQUE,31-Jul-17,1,40-45,Pinaceae,35,Y,D,,,JMP,,13.779535,438.101744
911,HISQUE,31-Jul-17,1,35-40,Pinaceae,28,Y,D,,,JMP,,11.023628,258.8152183
912,HISQUE,31-Jul-17,1,35-40,Pinaceae,21,Y,D,,,JMP,,8.267721,131.1865682
913,HISQUE,31-Jul-17,1,30-35,Pinaceae,32,Y,D,,,JMP,,12.598432,354.653778
914,HISQUE,31-Jul-17,1,30-35,Pinaceae,25,Y,D,,,JMP,,9.842525,198.0620412
915,HISQUE,31-Jul-17,1,30-35,Pinaceae,29,Y,D,,,JMP,,11.417329,281.1592965
916,HISQUE,31-Jul-17,1,25-30,Pinaceae,38,Y,D,,,JMP,,14.960638,531.821205
917,HISQUE,31-Jul-17,1,25-30,Pinaceae,34,Y,D,,,JMP,,13.385834,409.1598013
918,HISQUE,31-Jul-17,1,25-30,Pinaceae,23,Y,D,,,JMP,,9.055123,162.6543956
919,HISQUE,31-Jul-17,1,20-25,Pinaceae,24,Y,D,,,JMP,,9.448824,179.8582713
920,HISQUE,31-Jul-17,1,20-25,Pinaceae,19,Y,D,,,JMP,,7.480319,103.5345623
921,HISQUE,31-Jul-17,1,20-25,Pinaceae,23,Y,D,,,JMP,,9.055123,162.6543956
922,HISQUE,31-Jul-17,1,20-25,Pinaceae,21,Y,D,,,JMP,,8.267721,131.1865682
923,HISQUE,31-Jul-17,1,0-5,Pinaceae,28,Y,D,,,JMP,,11.023628,258.8152183
924,HISQUE,31-Jul-17,2,0-5,Pinaceae,35,Y,D,,,JMP,,13.779535,438.101744
925,HISQUE,31-Jul-17,2,0-5,Pinaceae,22,Y,D,,,JMP,,8.661422,146.4355814
926,HISQUE,31-Jul-17,2,0-5,Pinaceae,15,Y,D,,,JMP,,5.905515,59.14054473
927,HISQUE,31-Jul-17,2,10-May,Pinaceae,24,Y,D,,,JMP,,9.448824,179.8582713
928,HISQUE,31-Jul-17,2,15-Oct,Pinaceae,15,Y,D,,,JMP,,5.905515,59.14054473
929,HISQUE,31-Jul-17,2,15-20,Pinaceae,41,Y,D,,,JMP,,16.141741,636.1128191
930,HISQUE,31-Jul-17,2,15-20,Pinaceae,40,Y,D,,,JMP,,15.74804,600.1563489
931,HISQUE,31-Jul-17,2,20-25,Pinaceae,40,Y,D,,,JMP,,15.74804,600.1563489
932,HISQUE,31-Jul-17,2,20-25,Pinaceae,23,Y,D,,,JMP,,9.055123,162.6543956
933,HISQUE,31-Jul-17,2,20-25,Pinaceae,27,Y,D,,,JMP,,10.629927,237.5266275
934,HISQUE,31-Jul-17,2,20-25,Pinaceae,19,Y,D,,,JMP,,7.480319,103.5345623
935,HISQUE,31-Jul-17,2,25-30,Pinaceae,15,Y,D,,,JMP,,5.905515,59.14054473
936,HISQUE,31-Jul-17,2,25-30,Pinaceae,28,Y,D,,,JMP,,11.023628,258.8152183
937,HISQUE,31-Jul-17,2,25-30,Pinaceae,21,Y,D,,,JMP,,8.267721,131.1865682
938,HISQUE,31-Jul-17,2,35-40,Pinaceae,29,Y,D,,,JMP,,11.417329,281.1592965
939,HISQUE,31-Jul-17,2,35-40,Pinaceae,26,Y,D,,,JMP,,10.236226,217.2801394
940,HISQUE,31-Jul-17,2,35-40,Pinaceae,23,Y,D,,,JMP,,9.055123,162.6543956
941,HISQUE,31-Jul-17,2,35-40,Pinaceae,17,Y,D,,,JMP,,6.692917,79.5663773
942,HISQUE,31-Jul-17,2,35-40,Pinaceae,18,Y,D,,,JMP,,7.086618,91.09859209
943,HISQUE,31-Jul-17,2,40-45,Pinaceae,26,Y,D,,,JMP,,10.236226,217.2801394
944,HISQUE,31-Jul-17,2,40-45,Pinaceae,22,Y,D,,,JMP,,8.661422,146.4355814
945,HISQUE,31-Jul-17,2,40-45,Pinaceae,16,Y,D,,,JMP,,6.299216,68.91992766
946,HISQUE,31-Jul-17,2,40-45,Pinaceae,23,Y,D,,,JMP,,9.055123,162.6543956
947,HISQUE,31-Jul-17,2,45-50,Pinaceae,17,Y,D,,,JMP,,6.692917,79.5663773
948,HISQUE,31-Jul-17,2,45-50,Pinaceae,24,Y,D,,,JMP,,9.448824,179.8582713
949,HISQUE,31-Jul-17,2,45-50,Pinaceae,26,Y,D,,,JMP,,10.236226,217.2801394
950,HISQUE,31-Jul-17,2,45-50,Pinaceae,24,Y,D,,,JMP,,9.448824,179.8582713
951,HISQUE,31-Jul-17,2,45-50,Pinaceae,15,Y,D,,,JMP,,5.905515,59.14054473
952,HISQUE,31-Jul-17,2,40-45,Pinaceae,20,Y,D,,,JMP,,7.87402,116.8916348
953,HISQUE,31-Jul-17,2,40-45,Pinaceae,25,Y,D,,,JMP,,9.842525,198.0620412
954,HISQUE,31-Jul-17,2,35-40,Pinaceae,24,Y,D,,,JMP,,9.448824,179.8582713
955,HISQUE,31-Jul-17,2,35-40,Pinaceae,33,Y,D,,,JMP,,12.992133,381.3477349
