Site,Date,Transect,Meter,Species,Shrub_or_Tree,Height_cm,Width_cm,Length_cm,Tree DBH_cm,Comments,Entered by,Review comment
HISQUE,31-Jul-17,2,20-25,Ceanothus integerrimus,Shrub,120,120,130,,,AMM,
HISQUE,31-Jul-17,2,20-25,Ceanothus integerrimus,Shrub,35,80,50,,,AMM,
HISQUE,31-Jul-17,2,20-25,Ceanothus prostratus,Shrub,12,170,50,,,AMM,
HISQUE,31-Jul-17,2,20-25,Ceanothus prostratus,Shrub,5,150,60,,,AMM,
HISQUE,31-Jul-17,2,25-30,Ceanothus integerrimus,Shrub,35,100,90,,,AMM,
HISQUE,31-Jul-17,2,25-30,Ceanothus integerrimus,Shrub,90,160,150,,,AMM,
HISQUE,31-Jul-17,2,25-30,Ceanothus integerrimus,Shrub,80,250,150,,,AMM,
HISQUE,31-Jul-17,2,25-30,Ceanothus integerrimus,Shrub,120,170,140,,,AMM,
HISQUE,31-Jul-17,2,25-30,Ceanothus integerrimus,Shrub,120,150,110,,,AMM,
HISQUE,31-Jul-17,2,30-35,Chamaebatia foliolosa,Shrub,20,250,200,,,AMM,
HISQUE,31-Jul-17,2,30-35,Ceanothus integerrimus,Shrub,60,200,190,,,AMM,
HISQUE,31-Jul-17,2,30-35,Chamaebatia foliolosa,Shrub,30,80,40,,,AMM,
HISQUE,31-Jul-17,2,35-40,Ceanothus integerrimus,Shrub,120,160,140,,,AMM,
HISQUE,31-Jul-17,2,35-40,Ceanothus integerrimus,Shrub,95,140,130,,,AMM,
HISQUE,31-Jul-17,2,35-40,Arctostaphylos viscida,Shrub,50,70,80,,,AMM,
HISQUE,31-Jul-17,2,35-40,Chamaebatia foliolosa,Shrub,30,190,280,,,AMM,
HISQUE,31-Jul-17,2,35-40,Ceanothus integerrimus,Shrub,90,300,110,,,AMM,
HISQUE,31-Jul-17,2,40-45,Ceanothus integerrimus,Shrub,90,200,155,,,AMM,
HISQUE,31-Jul-17,2,40-45,Ceanothus integerrimus,Shrub,80,150,160,,,AMM,
HISQUE,31-Jul-17,2,40-45,Chamaebatia foliolosa,Shrub,20,300,50,,,AMM,
HISQUE,31-Jul-17,2,40-45,Ceanothus integerrimus,Shrub,110,120,140,,,AMM,
HISQUE,31-Jul-17,2,40-45,Chamaebatia foliolosa,Shrub,25,60,120,,,AMM,
HISQUE,31-Jul-17,2,45-50,Quercus kelloggii,Shrub,120,110,70,,,AMM,
HISQUE,31-Jul-17,2,45-50,Ceanothus integerrimus,Shrub,120,170,280,,,AMM,
HISQUE,31-Jul-17,2,40-45,Ceanothus integerrimus,Shrub,80,150,140,,,AMM,
HISQUE,31-Jul-17,2,40-45,Ceanothus integerrimus,Shrub,190,250,340,,,AMM,
HISQUE,31-Jul-17,2,35-40,Ceanothus integerrimus,Shrub,80,140,150,,,AMM,
HISQUE,31-Jul-17,2,35-40,Ceanothus integerrimus,Shrub,70,90,80,,,AMM,
HISQUE,31-Jul-17,2,35-40,Ceanothus integerrimus,Shrub,90,110,30,,,AMM,
HISQUE,31-Jul-17,2,30-35,Chamaebatia foliolosa,Shrub,25,90,60,,,AMM,
HISQUE,31-Jul-17,2,30-35,Chamaebatia foliolosa,Shrub,22,160,300,,,AMM,
HISQUE,31-Jul-17,2,25-30,Ceanothus integerrimus,Shrub,130,130,250,,,AMM,
HISQUE,31-Jul-17,2,20-25,Ceanothus integerrimus,Shrub,150,250,170,,,AMM,
HISQUE,31-Jul-17,2,20-25,Ceanothus integerrimus,Shrub,110,170,260,,,AMM,
HISQUE,31-Jul-17,2,0-5,Ceanothus integerrimus,Shrub,65,95,60,,,AMM,
HITEDD,17-Jul-17,1,45-50,Ceanothus integerrimus,Shrub,72,115,73,,,AMM,
HITEDD,17-Jul-17,1,45-50,Ceanothus cordulatus,Shrub,30,80,115,,,AMM,
HITEDD,17-Jul-17,1,45-50,Ceanothus cordulatus,Shrub,32,80,70,,,AMM,
HITEDD,17-Jul-17,1,40-45,Ceanothus cordulatus,Shrub,45,240,230,,,AMM,
HITEDD,17-Jul-17,1,35-40,Ceanothus cordulatus,Shrub,75,130,120,,,AMM,
HITEDD,17-Jul-17,1,35-40,Ceanothus cordulatus,Shrub,42,150,170,,,AMM,
HITEDD,17-Jul-17,1,35-40,Ceanothus cordulatus,Shrub,30,120,70,,,AMM,
HITEDD,17-Jul-17,1,35-40,Ceanothus cordulatus,Shrub,31,140,110,,,AMM,
HITEDD,17-Jul-17,1,30-35,Ceanothus integerrimus,Shrub,59,65,45,,,AMM,
HITEDD,17-Jul-17,1,30-35,Ceanothus integerrimus,Shrub,84,90,80,,,AMM,
HITEDD,17-Jul-17,1,30-35,Ribes sp.,Shrub,31,75,60,,,AMM,
HITEDD,17-Jul-17,1,30-35,Ceanothus cordulatus,Shrub,45,160,110,,,AMM,
HITEDD,17-Jul-17,1,30-35,Ceanothus cordulatus,Shrub,50,140,110,,,AMM,
HITEDD,17-Jul-17,1,30-35,Ceanothus cordulatus,Shrub,60,160,70,,,AMM,
HITEDD,17-Jul-17,1,25-30,Ceanothus cordulatus,Shrub,70,210,200,,,AMM,
HITEDD,17-Jul-17,1,25-30,Ceanothus cordulatus,Shrub,50,160,140,,,AMM,
HITEDD,17-Jul-17,1,25-30,Ceanothus cordulatus,Shrub,65,160,170,,,AMM,
HITEDD,17-Jul-17,1,25-30,Ceanothus cordulatus,Shrub,45,160,170,,,AMM,
HITEDD,17-Jul-17,1,20-25,Ceanothus cordulatus,Shrub,35,130,90,,,AMM,
HITEDD,17-Jul-17,1,20-25,Ceanothus cordulatus,Shrub,60,160,130,,,AMM,
HITEDD,17-Jul-17,1,20-25,Ceanothus cordulatus,Shrub,60,160,140,,,AMM,
HITEDD,17-Jul-17,1,20-25,Arctostaphylos patula,Shrub,70,60,50,,,AMM,
HITEDD,17-Jul-17,1,20-25,Ceanothus prostratus,Shrub,30,130,50,,,AMM,
HITEDD,17-Jul-17,1,20-25,Arctostaphylos patula,Shrub,55,110,120,,,AMM,
HITEDD,17-Jul-17,1,20-25,Ceanothus cordulatus,Shrub,35,110,80,,,AMM,
HITEDD,17-Jul-17,1,15-20,Ceanothus cordulatus,Shrub,65,250,300,,,AMM,
HITEDD,17-Jul-17,1,15-20,Arctostaphylos patula,Shrub,60,55,40,,,AMM,
HITEDD,17-Jul-17,1,15-20,Ceanothus cordulatus,Shrub,40,80,60,,,AMM,
HITEDD,17-Jul-17,1,15-20,Ceanothus integerrimus,Shrub,65,70,60,,,AMM,
HITEDD,17-Jul-17,1,15-20,Ceanothus cordulatus,Shrub,55,160,180,,,AMM,
HITEDD,17-Jul-17,1,15-20,Arctostaphylos patula,Shrub,70,65,55,,,AMM,
HITEDD,17-Jul-17,1,15-Oct,Ceanothus cordulatus,Shrub,50,250,140,,,AMM,
HITEDD,17-Jul-17,1,15-Oct,Ceanothus cordulatus,Shrub,45,250,90,,,AMM,
HITEDD,17-Jul-17,1,15-Oct,Ceanothus cordulatus,Shrub,40,90,80,,,AMM,
HITEDD,17-Jul-17,1,15-Oct,Ceanothus cordulatus,Shrub,35,90,70,,,AMM,
HITEDD,17-Jul-17,1,15-Oct,Ceanothus integerrimus,Shrub,65,100,110,,,AMM,
HITEDD,17-Jul-17,1,15-Oct,Ceanothus cordulatus,Shrub,55,240,130,,,AMM,
HITEDD,17-Jul-17,1,15-Oct,Arctostaphylos patula,Shrub,45,80,35,,,AMM,
HITEDD,17-Jul-17,1,15-Oct,Ceanothus integerrimus,Shrub,60,80,40,,,AMM,
HITEDD,17-Jul-17,1,10-May,Ceanothus cordulatus,Shrub,40,250,200,,,AMM,
HITEDD,17-Jul-17,1,10-May,Ceanothus integerrimus,Shrub,90,40,60,,,AMM,
HITEDD,17-Jul-17,1,10-May,Ceanothus cordulatus,Shrub,60,250,300,,,AMM,
HITEDD,17-Jul-17,1,10-May,Ceanothus integerrimus,Shrub,100,30,35,,,AMM,
HITEDD,17-Jul-17,1,10-May,Ceanothus integerrimus,Shrub,105,110,80,,,AMM,
HITEDD,17-Jul-17,1,0-5,Ceanothus integerrimus,Shrub,100,80,90,,,AMM,
HITEDD,17-Jul-17,1,0-5,Ceanothus integerrimus,Shrub,80,160,120,,,AMM,
HITEDD,17-Jul-17,1,0-5,Arctostaphylos patula,Shrub,60,50,70,,,AMM,
HITEDD,17-Jul-17,1,0-5,Ceanothus cordulatus,Shrub,55,250,370,,,AMM,
HITEDD,17-Jul-17,1,0-5,Ceanothus integerrimus,Shrub,70,25,40,,,AMM,
HITEDD,17-Jul-17,1,0-5,Ceanothus cordulatus,Shrub,55,200,160,,,AMM,
HITEDD,17-Jul-17,1,0-5,Ceanothus integerrimus,Shrub,65,110,50,,,AMM,
HITEDD,17-Jul-17,1,10-May,Ceanothus cordulatus,Shrub,50,60,110,,,AMM,
HITEDD,17-Jul-17,1,10-May,Ceanothus cordulatus,Shrub,30,250,160,,,AMM,
HITEDD,17-Jul-17,1,10-May,Ceanothus integerrimus,Shrub,60,100,80,,,AMM,
HITEDD,17-Jul-17,1,10-May,Ceanothus integerrimus,Shrub,50,120,90,,,AMM,
HITEDD,17-Jul-17,1,10-May,Ceanothus cordulatus,Shrub,60,160,110,,,AMM,
HITEDD,17-Jul-17,1,10-May,Arctostaphylos patula,Shrub,30,60,50,,,AMM,
HITEDD,17-Jul-17,1,15-Oct,Ceanothus cordulatus,Shrub,70,180,160,,,AMM,
HITEDD,17-Jul-17,1,15-Oct,Ceanothus cordulatus,Shrub,70,190,150,,,AMM,
HITEDD,17-Jul-17,1,15-Oct,Ceanothus cordulatus,Shrub,140,210,70,,,AMM,
HITEDD,17-Jul-17,1,15-Oct,Ceanothus integerrimus,Shrub,90,140,90,,,AMM,
HITEDD,17-Jul-17,1,15-Oct,Ceanothus integerrimus,Shrub,80,100,40,,,AMM,
HITEDD,17-Jul-17,1,15-Oct,Ceanothus cordulatus,Shrub,50,250,60,,,AMM,
HITEDD,17-Jul-17,1,15-Oct,Arctostaphylos patula,Shrub,40,65,30,,,AMM,
HITEDD,17-Jul-17,1,15-Oct,Ceanothus cordulatus,Shrub,30,110,80,,,AMM,
HITEDD,17-Jul-17,1,15-Oct,Ceanothus cordulatus,Shrub,55,250,170,,,AMM,
HITEDD,17-Jul-17,1,15-20,Arctostaphylos patula,Shrub,130,200,210,,,AMM,
HITEDD,17-Jul-17,1,15-20,Ceanothus cordulatus,Shrub,20,70,80,,,AMM,
HITEDD,17-Jul-17,1,15-20,Ceanothus cordulatus,Shrub,60,170,120,,,AMM,
HITEDD,17-Jul-17,1,20-25,Arctostaphylos patula,Shrub,55,70,100,,,AMM,
HITEDD,17-Jul-17,1,20-25,Ceanothus cordulatus,Shrub,60,250,300,,,AMM,
HITEDD,17-Jul-17,1,20-25,Arctostaphylos patula,Shrub,60,50,40,,,AMM,
HITEDD,17-Jul-17,1,25-30,Ceanothus cordulatus,Shrub,80,250,170,,,AMM,
HITEDD,17-Jul-17,1,25-30,Ceanothus cordulatus,Shrub,60,150,200,,,AMM,
HITEDD,17-Jul-17,1,25-30,Arctostaphylos patula,Shrub,40,50,45,,,AMM,
HITEDD,17-Jul-17,1,25-30,Ceanothus integerrimus,Shrub,70,130,110,,,AMM,
HITEDD,17-Jul-17,1,25-30,Ceanothus integerrimus,Shrub,110,150,130,,,AMM,
HITEDD,17-Jul-17,1,25-30,Arctostaphylos patula,Shrub,40,90,30,,,AMM,
HITEDD,17-Jul-17,1,25-30,Ceanothus integerrimus,Shrub,100,110,150,,,AMM,
HITEDD,17-Jul-17,1,25-30,Ceanothus cordulatus,Shrub,70,250,310,,,AMM,
HITEDD,17-Jul-17,1,30-35,Ceanothus integerrimus,Shrub,90,110,80,,,AMM,
HITEDD,17-Jul-17,1,35-40,Ceanothus cordulatus,Shrub,60,250,200,,,AMM,
HITEDD,17-Jul-17,1,35-40,Ceanothus cordulatus,Shrub,80,160,150,,,AMM,
HITEDD,17-Jul-17,1,40-45,Ceanothus cordulatus,Shrub,50,200,310,,,AMM,
HITEDD,17-Jul-17,1,45-50,Ceanothus cordulatus,Shrub,30,150,40,,,AMM,
HITEDD,17-Jul-17,1,45-50,Ceanothus cordulatus,Shrub,30,130,110,,,AMM,
HITEDD,17-Jul-17,1,45-50,Ceanothus cordulatus,Shrub,50,130,90,,,AMM,
HITEDD,17-Jul-17,2,45-50,Ceanothus integerrimus,Shrub,98,110,81,,,AMM,
HITEDD,17-Jul-17,2,45-50,Ceanothus integerrimus,Shrub,75,50,35,,,AMM,
HITEDD,17-Jul-17,2,45-50,Ceanothus integerrimus,Shrub,40,58,39,,,AMM,
HITEDD,17-Jul-17,2,45-50,Ceanothus integerrimus,Shrub,71,59,55,,,AMM,
HITEDD,17-Jul-17,2,45-50,Ceanothus integerrimus,Shrub,75,68,50,,,AMM,
HITEDD,17-Jul-17,2,45-50,Ceanothus cordulatus,Shrub,40,120,95,,,AMM,
HITEDD,17-Jul-17,2,40-45,Ceanothus integerrimus,Shrub,120,140,160,,,AMM,
HITEDD,17-Jul-17,2,40-45,Ceanothus cordulatus,Shrub,80,250,300,,,AMM,
HITEDD,17-Jul-17,2,30-35,Ceanothus cordulatus,Shrub,35,90,80,,,AMM,
HITEDD,17-Jul-17,2,30-35,Ceanothus cordulatus,Shrub,40,130,100,,,AMM,
HITEDD,17-Jul-17,2,30-35,Ceanothus cordulatus,Shrub,55,95,103,,,AMM,
HITEDD,17-Jul-17,2,25-30,Ceanothus cordulatus,Shrub,40,80,50,,,AMM,
HITEDD,17-Jul-17,2,25-30,Ceanothus cordulatus,Shrub,75,130,100,,,AMM,
HITEDD,17-Jul-17,2,20-25,Ceanothus cordulatus,Shrub,88,450,250,,,AMM,
HITEDD,17-Jul-17,2,20-25,Ribes sp.,Shrub,49,90,100,,,AMM,
HITEDD,17-Jul-17,2,15-20,Ceanothus cordulatus,Shrub,55,100,120,,,AMM,
HITEDD,17-Jul-17,2,15-20,Ceanothus integerrimus,Shrub,100,110,90,,,AMM,
HITEDD,17-Jul-17,2,15-20,Ceanothus cordulatus,Shrub,65,170,160,,,AMM,
HITEDD,17-Jul-17,2,15-20,Ceanothus cordulatus,Shrub,50,170,140,,,AMM,
HITEDD,17-Jul-17,2,15-20,Ceanothus cordulatus,Shrub,70,160,165,,,AMM,
HITEDD,17-Jul-17,2,15-Oct,Ceanothus integerrimus,Shrub,145,115,130,,,AMM,
HITEDD,17-Jul-17,2,15-Oct,Rosa rubiginosa,Shrub,30,100,40,,,AMM,
HITEDD,17-Jul-17,2,10-May,Ceanothus cordulatus,Shrub,50,500,250,,,AMM,
HITEDD,17-Jul-17,2,10-May,Ceanothus integerrimus,Shrub,70,50,40,,,AMM,
HITEDD,17-Jul-17,2,10-May,Ceanothus integerrimus,Shrub,65,65,50,,,AMM,
HITEDD,17-Jul-17,2,10-May,Arctostaphylos patula,Shrub,95,160,170,,,RS,
HITEDD,17-Jul-17,2,10-May,Ceanothus integerrimus,Shrub,120,70,80,,,AMM,
HITEDD,17-Jul-17,2,45-50,Arctostaphylos patula,Shrub,95,160,170,,,AMM,
HITEDD,17-Jul-17,2,45-50,Ceanothus cordulatus,Shrub,30,300,200,,,AMM,
HITEDD,17-Jul-17,2,0-5,Ceanothus integerrimus,Shrub,65,100,80,,,AMM,
HITEDD,17-Jul-17,2,0-5,Ceanothus cordulatus,Shrub,70,300,250,,,AMM,
HITEDD,17-Jul-17,2,0-5,Ceanothus cordulatus,Shrub,40,150,180,,,AMM,
HITEDD,17-Jul-17,2,0-5,Arctostaphylos patula,Shrub,68,75,30,,,AMM,
HITEDD,17-Jul-17,2,0-5,Ceanothus cordulatus,Shrub,40,240,250,,,AMM,
HITEDD,17-Jul-17,2,0-5,Ceanothus cordulatus,Shrub,30,170,150,,,AMM,
HITEDD,17-Jul-17,2,10-May,Arctostaphylos patula,Shrub,70,50,55,,,AMM,
HITEDD,17-Jul-17,2,10-May,Ceanothus cordulatus,Shrub,40,120,110,,,AMM,
HITEDD,17-Jul-17,2,10-May,Ceanothus integerrimus,Shrub,35,65,65,,,AMM,
HITEDD,17-Jul-17,2,10-May,Ceanothus integerrimus,Shrub,30,40,70,,,AMM,
HITEDD,17-Jul-17,2,10-May,Ceanothus cordulatus,Shrub,40,200,200,,,AMM,
HITEDD,17-Jul-17,2,15-Oct,Arctostaphylos patula,Shrub,70,55,50,,,AMM,
HITEDD,17-Jul-17,2,15-Oct,Ceanothus cordulatus,Shrub,45,120,150,,,AMM,
HITEDD,17-Jul-17,2,15-Oct,Ceanothus integerrimus,Shrub,75,75,65,,,AMM,
HITEDD,17-Jul-17,2,15-Oct,Ceanothus cordulatus,Shrub,30,100,100,,,AMM,
HITEDD,17-Jul-17,2,15-20,Ribes sp.,Shrub,55,155,160,,,AMM,
HITEDD,17-Jul-17,2,15-20,Ceanothus cordulatus,Shrub,55,160,180,,,AMM,
HITEDD,17-Jul-17,2,20-25,Ceanothus integerrimus,Shrub,85,70,55,,,AMM,
HITEDD,17-Jul-17,2,20-25,Ceanothus cordulatus,Shrub,55,170,200,,,AMM,
HITEDD,17-Jul-17,2,20-25,Ceanothus cordulatus,Shrub,55,130,90,,,AMM,
HITEDD,17-Jul-17,2,20-25,Ceanothus integerrimus,Shrub,75,140,100,,,AMM,
HITEDD,17-Jul-17,2,20-25,Ceanothus cordulatus,Shrub,90,150,120,,,AMM,
HITEDD,17-Jul-17,2,20-25,Ribes sp.,Shrub,60,120,85,,,AMM,
HITEDD,17-Jul-17,2,25-30,Ceanothus integerrimus,Shrub,100,160,140,,,AMM,
HITEDD,17-Jul-17,2,25-30,Ceanothus cordulatus,Shrub,40,105,85,,,AMM,
HITEDD,17-Jul-17,2,25-30,Ceanothus cordulatus,Shrub,50,200,250,,,AMM,
HITEDD,17-Jul-17,2,25-30,Ceanothus cordulatus,Shrub,55,90,90,,,AMM,
HITEDD,17-Jul-17,2,25-30,Ceanothus cordulatus,Shrub,45,180,110,,,AMM,
HITEDD,17-Jul-17,2,30-35,Ceanothus cordulatus,Shrub,50,300,200,,,AMM,
HITEDD,17-Jul-17,2,30-35,Ceanothus integerrimus,Shrub,50,105,85,,,AMM,
HITEDD,17-Jul-17,2,30-35,Ceanothus cordulatus,Shrub,50,125,135,,,AMM,
HITEDD,17-Jul-17,2,35-40,Ribes sp.,Shrub,30,125,95,,,AMM,
HITEDD,17-Jul-17,2,35-40,Ceanothus cordulatus,Shrub,70,200,250,,,AMM,
HITEDD,17-Jul-17,2,35-40,Ceanothus integerrimus,Shrub,115,140,140,,,AMM,
HITEDD,17-Jul-17,2,40-45,Ceanothus cordulatus,Shrub,70,200,220,,,AMM,
HITEDD,17-Jul-17,2,40-45,Arctostaphylos patula,Shrub,60,105,60,,,AMM,
HITEDD,17-Jul-17,2,40-45,Ceanothus integerrimus,Shrub,140,85,85,,,AMM,
HITEDD,17-Jul-17,2,45-50,Ceanothus cordulatus,Shrub,45,200,210,,,AMM,
HIWALK,7-Jul-17,1,0-5,Frangula rubra,Shrub,114,150,225,,,AMM,
HIWALK,7-Jul-17,1,0-5,Chamaebatia foliolosa,Shrub,15,40,90,,,AMM,
HIWALK,7-Jul-17,1,0-5,Frangula rubra,Shrub,65,75,75,,,AMM,
HIWALK,7-Jul-17,1,0-5,Ceanothus prostratus,Shrub,3,37,95,,,AMM,
HIWALK,7-Jul-17,1,0-5,Frangula rubra,Shrub,110,45,90,,,AMM,
HIWALK,7-Jul-17,1,0-5,Frangula rubra,Shrub,120,50,79,,,AMM,
HIWALK,7-Jul-17,1,0-5,Frangula rubra,Shrub,60,44,95,,,AMM,
HIWALK,7-Jul-17,1,0-5,Frangula rubra,Shrub,100,74,86,,,AMM,
HIWALK,7-Jul-17,1,10-May,Frangula rubra,Shrub,90,58,90,,,AMM,
HIWALK,7-Jul-17,1,10-May,Frangula rubra,Shrub,65,85,105,,,AMM,
HIWALK,7-Jul-17,1,10-May,Quercus kelloggii,Shrub,165,202,220,,,AMM,
HIWALK,7-Jul-17,1,10-May,Frangula rubra,Shrub,128,102,120,,,AMM,
HIWALK,7-Jul-17,1,15-Oct,Arctostaphylos patula,Shrub,76,90,340,,,AMM,
HIWALK,7-Jul-17,1,15-Oct,Arctostaphylos patula,Shrub,113,170,210,,,AMM,
HIWALK,7-Jul-17,1,15-20,Frangula rubra,Shrub,110,76,85,,,AMM,
HIWALK,7-Jul-17,1,15-20,Ceanothus prostratus,Shrub,4,90,155,,,AMM,
HIWALK,7-Jul-17,1,20-25,Ceanothus prostratus,Shrub,5,150,200,,,AMM,
HIWALK,7-Jul-17,1,25-30,Ceanothus prostratus,Shrub,4,200,345,,,AMM,
HIWALK,7-Jul-17,1,35-40,Arctostaphylos patula,Shrub,47,90,100,,,AMM,
HIWALK,7-Jul-17,1,35-40,Ceanothus prostratus,Shrub,3,50,67,,,AMM,
HIWALK,7-Jul-17,1,35-40,Ceanothus prostratus,Shrub,4,125,295,,,AMM,
HIWALK,7-Jul-17,1,40-45,Arctostaphylos viscida,Shrub,49,45,50,,,AMM,
HIWALK,7-Jul-17,1,40-45,Ceanothus prostratus,Shrub,4,70,110,,,AMM,
HIWALK,7-Jul-17,1,40-45,Arctostaphylos viscida,Shrub,40,60,70,,,AMM,
HIWALK,7-Jul-17,1,40-45,Arctostaphylos viscida,Shrub,45,70,65,,,AMM,
HIWALK,7-Jul-17,1,40-45,Ceanothus integerrimus,Shrub,51,105,115,,,AMM,
HIWALK,7-Jul-17,1,40-45,Ceanothus prostratus,Shrub,8,90,170,,,AMM,
HIWALK,7-Jul-17,1,40-45,Ceanothus prostratus,Shrub,5,100,160,,,AMM,
HIWALK,7-Jul-17,1,40-45,Ceanothus integerrimus,Shrub,60,183,149,,,AMM,
HIWALK,7-Jul-17,1,40-45,Arctostaphylos patula,Shrub,45,58,60,,,AMM,
HIWALK,7-Jul-17,1,40-45,Ceanothus integerrimus,Shrub,50,120,145,,,AMM,
HIWALK,7-Jul-17,1,40-45,Ceanothus prostratus,Shrub,4,185,266,,,AMM,
HIWALK,7-Jul-17,1,45-50,Arctostaphylos patula,Shrub,40,60,60,,,AMM,
HIWALK,7-Jul-17,1,45-50,Ceanothus prostratus,Shrub,3,92,90,,,AMM,
HIWALK,7-Jul-17,1,45-50,Ceanothus prostratus,Shrub,6,48,73,,,AMM,
HIWALK,7-Jul-17,2,15-Oct,Ceanothus prostratus,Shrub,6,160,260,,,AMM,
HIWALK,7-Jul-17,2,25-30,Arctostaphylos patula,Shrub,85,150,145,,,AMM,
HIWALK,7-Jul-17,2,20-25,Arctostaphylos patula,Shrub,70,85,85,,,AMM,
HIWALK,7-Jul-17,2,20-25,Ceanothus prostratus,Shrub,3,70,145,,,AMM,
HIWALK,7-Jul-17,2,20-25,Ceanothus prostratus,Shrub,3,40,55,,,AMM,
HIWALK,7-Jul-17,2,30-35,Ceanothus prostratus,Shrub,3,120,250,,,AMM,
HIWALK,7-Jul-17,2,30-35,Ribes roezlii,Shrub,36,90,110,,,AMM,
HIWALK,7-Jul-17,2,30-35,Ceanothus prostratus,Shrub,3,110,280,,,AMM,
HIWALK,7-Jul-17,2,45-50,Ceanothus integerrimus,Shrub,70,160,210,,,AMM,
HIWALK,7-Jul-17,2,45-50,Ceanothus integerrimus,Shrub,85,250,270,,,AMM,
MIXBUS,24-Jul-17,1,35-40,Abies sp.,Tree,,,,4.6,,AMM,
MIXBUS,24-Jul-17,1,30-35,Abies sp.,Tree,,,,12.9,,AMM,
MIXBUS,24-Jul-17,1,30-35,Abies sp.,Tree,,,,11.3,,AMM,
MIXBUS,24-Jul-17,1,30-35,Abies sp.,Tree,,,,9.9,,AMM,
MIXBUS,24-Jul-17,1,30-35,Abies sp.,Tree,,,,5.3,,AMM,
MIXBUS,24-Jul-17,1,25-30,Calocedrus decurrens,Tree,,,,11,,AMM,
MIXBUS,24-Jul-17,1,20-25,Calocedrus decurrens,Tree,,,,12.9,,AMM,
MIXBUS,24-Jul-17,1,20-25,Abies sp.,Tree,,,,12.2,,AMM,
MIXBUS,24-Jul-17,1,10-May,Ceanothus cordulatus,Shrub,9,60,35,,,AMM,
MIXBUS,24-Jul-17,1,0-5,Ceanothus cordulatus,Shrub,30,70,80,,,AMM,
MIXBUS,24-Jul-17,1,0-5,Ceanothus cordulatus,Shrub,30,75,55,,,AMM,
MIXBUS,24-Jul-17,1,0-5,Ceanothus cordulatus,Shrub,25,40,55,,,AMM,
MIXBUS,24-Jul-17,2,45-50,Abies sp.,Tree,,,,9,,AMM,
MIXBUS,24-Jul-17,2,45-50,Abies sp.,Tree,,,,2,,AMM,
MIXBUS,24-Jul-17,2,45-50,Abies sp.,Tree,,,,4.8,,AMM,
MIXBUS,24-Jul-17,2,40-45,Abies sp.,Tree,,,,14.9,,AMM,
MIXBUS,24-Jul-17,2,40-45,Abies sp.,Tree,,,,6.3,,AMM,
MIXBUS,24-Jul-17,2,40-45,Abies sp.,Tree,,,,6.9,,AMM,
MIXBUS,24-Jul-17,2,35-40,Calocedrus decurrens,Tree,,,,9.8,,AMM,
MIXBUS,24-Jul-17,2,35-40,Calocedrus decurrens,Tree,,,,10.7,,AMM,
MIXBUS,24-Jul-17,2,25-30,Abies sp.,Tree,,,,8.5,,AMM,
MIXBUS,24-Jul-17,2,20-25,Abies sp.,Tree,,,,8.6,,AMM,
MIXBUS,24-Jul-17,2,20-25,Abies sp.,Tree,,,,11.3,,AMM,
MIXBUS,24-Jul-17,2,15-20,Abies sp.,Tree,,,,9.9,,AMM,
MIXBUS,24-Jul-17,2,15-20,Abies sp.,Tree,,,,6.5,,AMM,
MIXBUS,24-Jul-17,2,15-20,Abies sp.,Tree,,,,7.3,,AMM,
MIXBUS,24-Jul-17,2,15-Oct,Abies sp.,Tree,,,,12.7,,AMM,
MIXBUS,24-Jul-17,2,15-Oct,Abies sp.,Tree,,,,13.3,,AMM,
MIXBUS,24-Jul-17,2,15-Oct,Abies sp.,Tree,,,,5.5,,AMM,
MIXBUS,24-Jul-17,2,0-5,Abies sp.,Tree,,,,13.2,,AMM,
MIXBUT,26-Jun-17,1,0-50,NO SHRUBS,unknown,,,,,"No shrubs recorded in data sheet column on original paper, asked Kat if she might have data from this but she does not and thinks that NO SHRUBS might be accurate",AMM,
MIXBUT,26-Jun-17,2,0-50,NO SHRUBS,unknown,,,,,"No shrubs recorded in data sheet column on original paper, asked Kat if she might have data from this but she does not and thinks that NO SHRUBS might be accurate",AMM,
MIXDP2,31-Jul-17,1,0-5,Ceanothus integerrimus,Shrub,93,115,25,,,AMM,
MIXDP2,31-Jul-17,1,0-5,Ceanothus integerrimus,Shrub,47,60,82,,,AMM,
MIXDP2,31-Jul-17,1,0-5,Ceanothus integerrimus,Shrub,85,130,140,,,AMM,
MIXDP2,31-Jul-17,1,0-5,Ceanothus integerrimus,Shrub,97,114,105,,,AMM,
MIXDP2,31-Jul-17,1,0-5,Ceanothus integerrimus,Shrub,80,55,125,,,AMM,
MIXDP2,31-Jul-17,1,0-5,Ceanothus integerrimus,Shrub,50,63,105,,,AMM,
MIXDP2,31-Jul-17,1,0-5,Ceanothus integerrimus,Shrub,60,48,100,,,AMM,
MIXDP2,31-Jul-17,1,0-5,Ceanothus integerrimus,Shrub,64,61,85,,,AMM,
MIXDP2,31-Jul-17,1,0-5,Ceanothus integerrimus,Shrub,49,100,60,,,AMM,
MIXDP2,31-Jul-17,1,0-5,Ceanothus integerrimus,Shrub,60,132,113,,,AMM,
MIXDP2,31-Jul-17,1,0-5,Ceanothus integerrimus,Shrub,52,47,72,,,AMM,
MIXDP2,31-Jul-17,1,0-5,Ceanothus integerrimus,Shrub,72,40,111,,,AMM,
MIXDP2,31-Jul-17,1,0-5,Ceanothus integerrimus,Shrub,48,55,100,,,AMM,
