Site,Transect,Meter,Raw_data_entry,Species,Type,cover,Max_height_cm,Avg_height_cm,Comments,Entered by,Daniel
MIXMID,2,40,Bare Ground ,BLANK,Bare Ground,5,NA,NA,,KAT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
MIXMID,2,45,ceanothus integerrimus,Ceanothus integerrimus,Shrub,9,65,40,,KAT,
MIXMID,2,45,Ribes sp,Ribes sp.,Shrub,1,12,10,,KAT,
MIXMID,2,45,viola lobata,Viola lobata,Dominant forb,1,6,6,,KAT,"In cover, T was replaced by 1"
MIXMID,2,45,Woody Litter,BLANK,Woody litter,6,6,1,,KAT,
MIXMID,2,45,Soft Loose Litter,BLANK,Soft loose litter,75,1,1,,KAT,"In Max_height_cm and Avg_height_cm, <1 was replaced by 1"
MIXMID,2,45,Bare Ground ,BLANK,Bare Ground,18,NA,NA,,KAT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
MIXMID,2,45,Forbs,BLANK,Forbs,1,11,9,,KAT,"In cover, T was replaced by 1"
MIXMID,2,45,Soft Rooted Litter,BLANK,Soft rooted litter,1,11,8,,KAT,
MIXMIX,1,0,silene lemmonii,Silene lemmonii,Dominant forb,1,17,10,,KAT,"In cover, T was replaced by 1"
MIXMIX,1,0,lactuca serriola,Lactuca serriola,Dominant forb,1,6,4,,KAT,"In cover, T was replaced by 1"
MIXMIX,1,0,Abies sp. Seedling,Abies sp.,Tree,1,4,3,20 Seedlings,KAT,
MIXMIX,1,0,Woody Litter,BLANK,Woody litter,25,9,2,,KAT,
MIXMIX,1,0,Rock,BLANK,Rocks,4,1,1,,KAT,
MIXMIX,1,0,Bare Ground ,BLANK,Bare Ground,10,NA,NA,,KAT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
MIXMIX,1,0,Soft Loose Litter,BLANK,Soft loose litter,61,3,1,,KAT,
MIXMIX,1,5,Abies sp. Seedling,Abies sp.,Tree,2,5,4,30 Seedlings,KAT,
MIXMIX,1,5,calocedrus decurrens,Calocedrus decurrens,Tree,1,10,10,,KAT,"In cover, T was replaced by 1"
MIXMIX,1,5,Woody Litter,BLANK,Woody litter,4,1,1,,KAT,
MIXMIX,1,5,Rock,BLANK,Rocks,1,2,1,,KAT,
MIXMIX,1,5,Soft Loose Litter,BLANK,Soft loose litter,95,5,2,,KAT,
MIXMIX,1,10,Abies sp. Seedling,Abies sp.,Tree,5,5,3,50 Seedlings,KAT,
MIXMIX,1,10,Pinus sp. Sapling ,Pinus sp.,Tree,1,7,7,Pinus ponderosa?,KAT,"In cover, T was replaced by 1"
MIXMIX,1,10,calocedrus decurrens,Calocedrus decurrens,Tree,1,9,9,,KAT,"In cover, T was replaced by 1"
MIXMIX,1,10,Woody Litter,BLANK,Woody litter,8,2,1,,KAT,
MIXMIX,1,10,Soft Loose Litter,BLANK,Soft loose litter,91,1,1,,KAT,
MIXMIX,1,10,Char,BLANK,Char,1,1,1,,KAT,
MIXMIX,1,10,Rock,BLANK,Rocks,1,1,1,,KAT,"In cover, T was replaced by 1"
MIXMIX,1,15,ceanothus cordulatus,Ceanothus cordulatus,Shrub,1,3,3,,KAT,"In cover, T was replaced by 1"
MIXMIX,1,15,Abies sp. Seedling,Abies sp.,Tree,1,4,3,5 Seedlings,KAT,"In cover, T was replaced by 1"
MIXMIX,1,15,Woody Litter,BLANK,Woody litter,10,3,1,,KAT,
MIXMIX,1,15,Soft Loose Litter,BLANK,Soft loose litter,89,3,1,,KAT,
MIXMIX,1,15,Rock,BLANK,Rocks,1,1,1,,KAT,"In cover, T was replaced by 1"
MIXMIX,1,15,Char,BLANK,Char,1,2,1,,KAT,
MIXMIX,1,20,Abies sp. Seedling,Abies sp.,Tree,3,5,3,25 Seedlings,KAT,
MIXMIX,1,20,Pinus ponderosa Seedling,Pinus ponderosa,Tree,1,11,11,Seedling,KAT,"In cover, T was replaced by 1"
MIXMIX,1,20,Rock,BLANK,Rocks,4,1,1,,KAT,
MIXMIX,1,20,Woody Litter,BLANK,Woody litter,6,3,1,,KAT,
MIXMIX,1,20,Bare Ground ,BLANK,Bare Ground,20,NA,NA,,KAT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
MIXMIX,1,20,Soft Loose Litter,BLANK,Soft loose litter,70,0.5,0.5,,KAT,
MIXMIX,1,25,Abies sp. Seedling,Abies sp.,Tree,3,4,2,15 Seedlings,KAT,
MIXMIX,1,25,Rock,BLANK,Rocks,4,2,1,,KAT,
MIXMIX,1,25,Woody Litter,BLANK,Woody litter,12,4,2,,KAT,
MIXMIX,1,25,Soft Loose Litter,BLANK,Soft loose litter,74,0.5,0.5,,KAT,
MIXMIX,1,25,Bare Ground ,BLANK,Bare Ground,10,NA,NA,,KAT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
MIXMIX,1,30,rubus leucodermis,Rubus leucodermis,Shrub,4,15,7,,KAT,
MIXMIX,1,30,ceanothus cordulatus,Ceanothus cordulatus,Shrub,65,45,25,,KAT,
MIXMIX,1,30,Woody Litter,BLANK,Woody litter,10,3,1,,KAT,
MIXMIX,1,30,Rock,BLANK,Rocks,2,3,1,,KAT,
MIXMIX,1,30,Soft Loose Litter,BLANK,Soft loose litter,75,1,0.5,,KAT,
MIXMIX,1,30,Bare Ground ,BLANK,Bare Ground,13,NA,NA,,KAT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
MIXMIX,1,35,silene lemmonii,Silene lemmonii,Dominant forb,4,25,13,,KAT,
MIXMIX,1,35,rubus leucodermis,Rubus leucodermis,Shrub,3,7,4,,KAT,
MIXMIX,1,35,Grasses,BLANK,Grass,1,35,20,,KAT,
MIXMIX,1,35,Abies sp. Seedling,Abies sp.,Tree,1,5,3,Seedling,KAT,
MIXMIX,1,35,Woody Litter,BLANK,Woody litter,4,2,1,,KAT,
MIXMIX,1,35,Bare Ground ,BLANK,Bare Ground,5,NA,NA,,KAT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
MIXMIX,1,35,Soft Loose Litter,BLANK,Soft loose litter,91,1,0.5,,KAT,
MIXMIX,1,40,rubus leucodermis,Rubus leucodermis,Shrub,2,8,6,,KAT,
MIXMIX,1,40,Abies sp. Seedling,Abies sp.,Tree,2,6,5,10 Seedlings,KAT,
MIXMIX,1,40,kelloggia galioides,Kelloggia galioides,Dominant forb,1,24,18,,KAT,"In cover, T was replaced by 1"
MIXMIX,1,40,Woody Litter,BLANK,Woody litter,20,2,1,,KAT,
MIXMIX,1,40,Bare Ground ,BLANK,Bare Ground,10,NA,NA,,KAT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
MIXMIX,1,40,Soft Loose Litter,BLANK,Soft loose litter,65,1,1,,KAT,
MIXMIX,1,40,Rock,BLANK,Rocks,5,1,1,,KAT,
MIXMIX,1,40,Char,BLANK,Char,1,1,1,,KAT,"In cover, T was replaced by 1"
MIXMIX,1,45,Grasses,BLANK,Grass,5,40,30,,KAT,
MIXMIX,1,45,rubus leucodermis,Rubus leucodermis,Shrub,2,13,9,,KAT,
MIXMIX,1,45,kelloggia galiodes,Kelloggia galioides,Dominant forb,1,7,4,,KAT,"In cover, T was replaced by 1"
MIXMIX,1,45,Abies sp. Seedling,Abies sp.,Tree,1,6,4,4 Seedlings,KAT,"In cover, T was replaced by 1"
MIXMIX,1,45,Woody Litter,BLANK,Woody litter,15,15,4,,KAT,
MIXMIX,1,45,Bare Ground ,BLANK,Bare Ground,5,NA,NA,,KAT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
MIXMIX,1,45,Char,BLANK,Char,1,1,1,,KAT,"In cover, T was replaced by 1"
MIXMIX,1,45,Soft Loose Litter,BLANK,Soft loose litter,80,1,0.5,,KAT,
MIXMIX,1,45,Rock,BLANK,Rocks,1,1,0.5,,KAT,"In cover, T was replaced by 1"
MIXMIX,2,0,kelloggia galiodes,Kelloggia galioides,Dominant forb,1,20,20,,KAT,
MIXMIX,2,0,rubus leucodermis,Rubus leucodermis,Shrub,1,3,3,,KAT,"In cover, T was replaced by 1"
MIXMIX,2,0,Abies sp. Seedling,Abies sp.,Tree,1,6,3,5 Seedlings,KAT,"In cover, T was replaced by 1"
MIXMIX,2,0,Woody Litter,BLANK,Woody litter,5,1,1,,KAT,
MIXMIX,2,0,Bare Ground ,BLANK,Bare Ground,6,NA,NA,,KAT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
MIXMIX,2,0,Char,BLANK,Char,1,1,1,,KAT,
MIXMIX,2,0,Soft Loose Litter,BLANK,Soft loose litter,88,1,1,,KAT,
MIXMIX,2,5,lotus cassifolius,Lotus crassifolius,Dominant forb,7,37,15,,KAT,
MIXMIX,2,5,Ribes roezlii,Ribes roezlii,Shrub,5,35,16,,KAT,
MIXMIX,2,5,viola lobata,Viola lobata,Dominant forb,3,12,8,,KAT,
MIXMIX,2,5,Abies sp. Seedling,Abies sp.,Tree,1,2,2,2 Seedlings,KAT,"In cover, T was replaced by 1"
MIXMIX,2,5,Woody Litter,BLANK,Woody litter,6,3,1,,KAT,
MIXMIX,2,5,Rock,BLANK,Rocks,2,2,1,,KAT,
MIXMIX,2,5,Bare Ground ,BLANK,Bare Ground,2,NA,NA,,KAT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
MIXMIX,2,5,Soft Loose Litter,BLANK,Soft loose litter,87,3,1,,KAT,
MIXMIX,2,5,Char,BLANK,Char,3,3,1,,KAT,
MIXMIX,2,10,Abies sp. Seedling,Abies sp.,Tree,1,3,3,5 Seedlings,KAT,
MIXMIX,2,10,Woody Litter,BLANK,Woody litter,5,1,1,,KAT,
MIXMIX,2,10,Rock,BLANK,Rocks,3,3,1,,KAT,
MIXMIX,2,10,Bare Ground ,BLANK,Bare Ground,8,NA,NA,,KAT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
MIXMIX,2,10,Char,BLANK,Char,5,3,1,,KAT,
MIXMIX,2,10,Soft Loose Litter,BLANK,Soft loose litter,79,1,1,,KAT,
MIXMIX,2,15,Grasses,BLANK,Grass,1,39,20,,KAT,"In cover, T was replaced by 1"
MIXMIX,2,15,Ribes roezlii,Ribes roezlii,Shrub,1,6,6,,KAT,"In cover, T was replaced by 1"
MIXMIX,2,15,Abies sp. Seedling,Abies sp.,Tree,2,3,2,10 Seedlings,KAT,
MIXMIX,2,15,Woody Litter,BLANK,Woody litter,25,4,1,,KAT,
MIXMIX,2,15,Rock,BLANK,Rocks,3,1,1,,KAT,
MIXMIX,2,15,Bare Ground ,BLANK,Bare Ground,4,NA,NA,,KAT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
MIXMIX,2,15,Char,BLANK,Char,1,1,1,,KAT,"In cover, T was replaced by 1"
MIXMIX,2,15,Soft Loose Litter,BLANK,Soft loose litter,68,3,2,,KAT,
MIXMIX,2,20,viola lobata,Viola lobata,Dominant forb,3,10,7,,KAT,
MIXMIX,2,20,Ribes,Ribes sp.,Shrub,1,4,4,,KAT,"In cover, T was replaced by 1"
MIXMIX,2,20,Abies sp. Seedling,Abies sp.,Tree,1,4,3,2 Seedlings,KAT,"In cover, T was replaced by 1"
MIXMIX,2,20,pyrola picta,Pyrola picta,Dominant forb,1,4,4,,KAT,"In cover, T was replaced by 1"
MIXMIX,2,20,Woody Litter,BLANK,Woody litter,6,1,1,,KAT,
MIXMIX,2,20,Rock,BLANK,Rocks,1,1,1,,KAT,
MIXMIX,2,20,Bare Ground ,BLANK,Bare Ground,2,NA,NA,,KAT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
MIXMIX,2,20,Char,BLANK,Char,1,2,1,,KAT,"In cover, T was replaced by 1"
MIXMIX,2,20,Soft Loose Litter,BLANK,Soft loose litter,91,6,3,,KAT,
MIXMIX,2,25,Abies sp. Seedling,Abies sp.,Tree,1,5,3,7 Seedlings,KAT,
MIXMIX,2,25,Woody Litter,BLANK,Woody litter,4,2,1,,KAT,
MIXMIX,2,25,Rock,BLANK,Rocks,6,3,1,,KAT,
MIXMIX,2,25,Bare Ground ,BLANK,Bare Ground,15,NA,NA,,KAT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
MIXMIX,2,25,Soft Loose Litter,BLANK,Soft loose litter,75,3,1,,KAT,
MIXMIX,2,30,Grasses,BLANK,Grass,3,22,15,,KAT,
MIXMIX,2,30,Ribes roezlii,Ribes roezlii,Shrub,1,7,7,,KAT,"In cover, T was replaced by 1"
MIXMIX,2,30,Abies sp. Seedling,Abies sp.,Tree,1,4,3,4 Seedlings,KAT,
MIXMIX,2,30,Woody Litter,BLANK,Woody litter,15,7,2,,KAT,
MIXMIX,2,30,Rock,BLANK,Rocks,10,25,3,,KAT,
MIXMIX,2,30,Bare Ground ,BLANK,Bare Ground,25,NA,NA,,KAT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
MIXMIX,2,30,Char,BLANK,Char,1,1,1,,KAT,"In cover, T was replaced by 1"
MIXMIX,2,30,Soft Loose Litter,BLANK,Soft loose litter,60,3,1,,KAT,
MIXMIX,2,35,Abies sp. Seedling,Abies sp.,Tree,2,5,4,15 Seedlings,KAT,
MIXMIX,2,35,Woody Litter,BLANK,Woody litter,35,23,1,,KAT,
MIXMIX,2,35,Rock,BLANK,Rocks,5,3,1,,KAT,
MIXMIX,2,35,Bare Ground ,BLANK,Bare Ground,6,NA,NA,,KAT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
MIXMIX,2,35,Soft Loose Litter,BLANK,Soft loose litter,54,1,1,,KAT,
MIXMIX,2,40,kelloggia galiodes,Kelloggia galioides,Dominant forb,1,39,39,,KAT,
MIXMIX,2,40,sambucus racemosa,Sambucus racemosa,Shrub,1,6,3,,KAT,
MIXMIX,2,40,Abies sp. Seedling,Abies sp.,Tree,6,7,4,50 Seedlings,KAT,
MIXMIX,2,40,Woody Litter,BLANK,Woody litter,45,25,20,,KAT,
MIXMIX,2,40,Rock,BLANK,Rocks,4,1,1,,KAT,
MIXMIX,2,40,Bare Ground ,BLANK,Bare Ground,3,NA,NA,,KAT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
MIXMIX,2,40,Soft Loose Litter,BLANK,Soft loose litter,48,4,2,,KAT,
MIXMIX,2,45,cirsium vulgare,Cirsium vulgare,Dominant forb,4,12,7,,KAT,
MIXMIX,2,45,Abies sp. Seedling,Abies sp.,Tree,2,2,1,20 Seedlings,KAT,
MIXMIX,2,45,kelloggia galiodes,Kelloggia galioides,Dominant forb,1,9,7,,KAT,"In cover, T was replaced by 1"
MIXMIX,2,45,Woody Litter,BLANK,Woody litter,12,5,4,,KAT,
MIXMIX,2,45,Rock,BLANK,Rocks,5,5,2,,KAT,
MIXMIX,2,45,Bare Ground ,BLANK,Bare Ground,2,NA,NA,,KAT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
MIXMIX,2,45,Char,BLANK,Char,1,1,1,,KAT,"In cover, T was replaced by 1"
MIXMIX,2,45,Soft Loose Litter,BLANK,Soft loose litter,81,1,1,,KAT,
MIXMOR,1,0,epilobium sp,Epilobium sp.,Dominant forb,3,47,30,,BL,
MIXMOR,1,0,phacelia sp,Phacelia sp.,Dominant forb,1,20,15,,BL,
MIXMOR,1,0,Abies sp. Seedling,Abies sp.,Tree,1,5,3,Seedlings,BL,"In cover, T was replaced by 1"
MIXMOR,1,0,Soft Loose Litter,BLANK,Soft loose litter,69,1,1,,BL,
MIXMOR,1,0,Woody Litter,BLANK,Woody litter,10,1,1,,BL,
MIXMOR,1,0,Char,BLANK,Char,6,2,1,,BL,
MIXMOR,1,0,Rock,BLANK,Rocks,1,2,0.5,,BL,"In cover, T was replaced by 1"
MIXMOR,1,0,Bare Ground ,BLANK,Bare Ground,15,NA,NA,,BL,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
MIXMOR,1,5,epilobium sp,Epilobium sp.,Dominant forb,5,35,7,,BL,
MIXMOR,1,5,Soft Loose Litter,BLANK,Soft loose litter,62,1,0.5,,BL,
MIXMOR,1,5,Woody Litter,BLANK,Woody litter,12,7,3,,BL,
MIXMOR,1,5,Char,BLANK,Char,4,1,1,,BL,
MIXMOR,1,5,Rock,BLANK,Rocks,4,2,1,,BL,
MIXMOR,1,5,Bare Ground ,BLANK,Bare Ground,18,NA,NA,,BL,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
MIXMOR,1,10,epilobium sp,Epilobium sp.,Dominant forb,3,50,30,,BL,
MIXMOR,1,10,Soft Loose Litter,BLANK,Soft loose litter,7,0.5,0.5,,BL,
MIXMOR,1,10,Woody Litter,BLANK,Woody litter,82,10,2,,BL,
MIXMOR,1,10,Char,BLANK,Char,1,1,1,,BL,"In cover, T was replaced by 1"
MIXMOR,1,10,Rock,BLANK,Rocks,7,3,0.5,,BL,
MIXMOR,1,10,Bare Ground ,BLANK,Bare Ground,4,NA,NA,,BL,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
MIXMOR,1,15,epilobium sp,Epilobium sp.,Dominant forb,10,25,15,,BL,
MIXMOR,1,15,chamaesaracha nana,Chamaesaracha nana,Dominant forb,3,5,4,,BL,
MIXMOR,1,15,Soft Loose Litter,BLANK,Soft loose litter,77,1,1,,BL,
MIXMOR,1,15,Woody Litter,BLANK,Woody litter,10,8,5,,BL,
MIXMOR,1,15,Char,BLANK,Char,1,2,1,,BL,"In cover, T was replaced by 1"
MIXMOR,1,15,Rock,BLANK,Rocks,6,5,1,,BL,
MIXMOR,1,15,Bare Ground ,BLANK,Bare Ground,7,NA,NA,,BL,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
MIXMOR,1,20,Grasses,BLANK,Grass,95,130,70,,BL,
MIXMOR,1,20,Soft Loose Litter,BLANK,Soft loose litter,97,15,2,,BL,
MIXMOR,1,20,Woody Litter,BLANK,Woody litter,3,1,1,,BL,
MIXMOR,1,25,drymocallis glandulosa,Drymocallis glandulosa,Dominant forb,4,20,15,,BL,
MIXMOR,1,25,ceanothus cordulatus,Ceanothus cordulatus,Shrub,20,30,20,,BL,
MIXMOR,1,25,Soft Loose Litter,BLANK,Soft loose litter,76,1,1,,BL,
MIXMOR,1,25,Soft Rooted Litter,BLANK,Soft rooted litter,5,15,10,,BL,
MIXMOR,1,25,Woody Litter,BLANK,Woody litter,15,10,7,,BL,
MIXMOR,1,25,Bare Ground ,BLANK,Bare Ground,4,NA,NA,,BL,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
MIXMOR,1,30,epilobium sp,Epilobium sp.,Dominant forb,1,10,10,,BL,"In cover, T was replaced by 1"
MIXMOR,1,30,phacelia sp,Phacelia sp.,Dominant forb,3,8,7,,BL,
MIXMOR,1,30,Soft Loose Litter,BLANK,Soft loose litter,50,1,0.5,,BL,
MIXMOR,1,30,Soft Rooted Litter,BLANK,Soft rooted litter,30,45,20,,BL,
MIXMOR,1,30,Char,BLANK,Char,5,2,1,,BL,
MIXMOR,1,30,Rock,BLANK,Rocks,5,3,1,,BL,
MIXMOR,1,30,Bare Ground ,BLANK,Bare Ground,4,NA,NA,,BL,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
MIXMOR,1,30,Woody Litter,BLANK,Woody litter,6,2,1,,BL,
MIXMOR,1,35,epilobium sp,Epilobium sp.,Dominant forb,1,35,15,,BL,"In cover, T was replaced by 1"
MIXMOR,1,35,Grasses,BLANK,Grass,1,20,20,,BL,"In cover, T was replaced by 1"
MIXMOR,1,35,ceanothus cordulatus,Ceanothus cordulatus,Shrub,60,110,70,,BL,
MIXMOR,1,35,Ribes,Ribes sp.,Shrub,10,30,20,,BL,
MIXMOR,1,35,Soft Loose Litter,BLANK,Soft loose litter,91,1,1,,BL,
MIXMOR,1,35,Char,BLANK,Char,5,5,2,,BL,
MIXMOR,1,35,Rock,BLANK,Rocks,1,2,1,,BL,
MIXMOR,1,35,Bare Ground ,BLANK,Bare Ground,3,NA,NA,,BL,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
MIXMOR,1,40,ceanothus cordulatus,Ceanothus cordulatus,Shrub,20,35,15,,BL,
MIXMOR,1,40,Ribes,Ribes sp.,Shrub,25,20,15,,BL,
MIXMOR,1,40,Soft Loose Litter,BLANK,Soft loose litter,10,1,1,,BL,
MIXMOR,1,40,Soft Rooted Litter,BLANK,Soft rooted litter,1,35,30,,BL,
MIXMOR,1,40,Woody Litter,BLANK,Woody litter,2,1,1,,BL,
MIXMOR,1,40,Bare Ground ,BLANK,Bare Ground,15,NA,NA,,BL,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
MIXMOR,1,40,Rock,BLANK,Rocks,14,6,5,,BL,
MIXMOR,1,40,Char,BLANK,Char,68,2,2,,BL,
MIXMOR,1,45,ceanothus cordulatus,Ceanothus cordulatus,Shrub,100,130,90,,BL,
MIXMOR,1,45,Soft Rooted Litter,BLANK,Soft rooted litter,2,3,1,,BL,
MIXMOR,2,0,Soft Rooted Litter,BLANK,Soft rooted litter,6,20,10,,BL,
MIXMOR,2,0,Soft Loose Litter,BLANK,Soft loose litter,75,1,1,,BL,
MIXMOR,2,0,Woody Litter,BLANK,Woody litter,5,4,2,,BL,
MIXMOR,2,0,Char,BLANK,Char,1,2,1,,BL,
MIXMOR,2,0,Rock,BLANK,Rocks,3,2,2,,BL,
MIXMOR,2,0,Bare Ground ,BLANK,Bare Ground,10,NA,NA,,BL,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
MIXMOR,2,5,Dom Forb 5,UNKNOWN,Dominant forb,1,3,2,UNKNOWN,BL,"In cover, T was replaced by 1"
MIXMOR,2,5,Grasses,BLANK,Grass,20,70,25,,BL,
MIXMOR,2,5,Soft Loose Litter,BLANK,Soft loose litter,88,2,1,,BL,
MIXMOR,2,5,Woody Litter,BLANK,Woody litter,5,2,2,,BL,
MIXMOR,2,5,Rock,BLANK,Rocks,3,2,1,,BL,
MIXMOR,2,5,Bare Ground ,BLANK,Bare Ground,4,NA,NA,,BL,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
MIXMOR,2,10,epilobium sp,Epilobium sp.,Dominant forb,1,35,20,,BL,"In cover, T was replaced by 1"
MIXMOR,2,10,chamaesaracha nana,Chamaesaracha nana,Dominant forb,3,5,5,,BL,
MIXMOR,2,10,Grasses,BLANK,Grass,6,45,20,,BL,
MIXMOR,2,10,Soft Loose Litter,BLANK,Soft loose litter,10,0.5,0.5,,BL,
MIXMOR,2,10,Woody Litter,BLANK,Woody litter,58,3,1,,BL,
MIXMOR,2,10,Bare Ground ,BLANK,Bare Ground,25,NA,NA,,BL,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
MIXMOR,2,10,Rock,BLANK,Rocks,5,2,1,,BL,
MIXMOR,2,10,Soft Rooted Litter,BLANK,Soft rooted litter,2,8,8,,BL,
MIXMOR,2,15,epilobium sp,Epilobium sp.,Dominant forb,1,30,30,,BL,"In cover, T was replaced by 1"
MIXMOR,2,15,Grasses,BLANK,Grass,3,30,15,,BL,
MIXMOR,2,15,Soft Rooted Litter,BLANK,Soft rooted litter,52,55,55,,BL,
MIXMOR,2,15,Char,BLANK,Char,6,1,1,,BL,
MIXMOR,2,15,Woody Litter,BLANK,Woody litter,10,3,1,,BL,
MIXMOR,2,15,Soft Loose Litter,BLANK,Soft loose litter,2,0.5,0.5,,BL,
MIXMOR,2,15,Bare Ground ,BLANK,Bare Ground,30,NA,NA,,BL,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
MIXMOR,2,20,chamaesaracha nana,Chamaesaracha nana,Dominant forb,12,6,5,,BL,
MIXMOR,2,20,epilobium sp,Epilobium sp.,Dominant forb,7,30,20,,BL,
MIXMOR,2,20,Soft Loose Litter,BLANK,Soft loose litter,66,1,0.5,,BL,
MIXMOR,2,20,Woody Litter,BLANK,Woody litter,12,3,1,,BL,
MIXMOR,2,20,Bare Ground ,BLANK,Bare Ground,15,NA,NA,,BL,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
MIXMOR,2,20,Rock,BLANK,Rocks,2,2,1,,BL,
MIXMOR,2,20,Soft Rooted Litter,BLANK,Soft rooted litter,5,15,7,,BL,
MIXMOR,2,25,ceanothus cordulatus,Ceanothus cordulatus,Shrub,95,150,95,,BL,
MIXMOR,2,25,Woody Litter,BLANK,Woody litter,7,2,2,,BL,
MIXMOR,2,25,Bare Ground ,BLANK,Bare Ground,80,NA,NA,,BL,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
MIXMOR,2,25,Soft Loose Litter,BLANK,Soft loose litter,13,1,1,,BL,
MIXMOR,2,30,Soft Loose Litter,BLANK,Soft loose litter,67,1,1,,BL,
MIXMOR,2,30,Woody Litter,BLANK,Woody litter,5,1,1,,BL,
MIXMOR,2,30,Bare Ground ,BLANK,Bare Ground,10,NA,NA,,BL,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
MIXMOR,2,30,Rock,BLANK,Rocks,3,3,1,,BL,
MIXMOR,2,30,Soft Rooted Litter,BLANK,Soft rooted litter,15,4,2,,BL,
MIXMOR,2,35,epilobium sp,Epilobium sp.,Dominant forb,1,10,10,,BL,"In cover, T was replaced by 1"
MIXMOR,2,35,Grasses,BLANK,Grass,3,30,10,,BL,
MIXMOR,2,35,Abies sp. Seedling,Abies sp.,Tree,4,5,3,Seedlings,BL,
MIXMOR,2,35,Ribes,Ribes sp.,Shrub,5,15,7,,BL,
MIXMOR,2,35,Soft Loose Litter,BLANK,Soft loose litter,75,1,1,,BL,
MIXMOR,2,35,Woody Litter,BLANK,Woody litter,10,2,1,,BL,
MIXMOR,2,35,Bare Ground ,BLANK,Bare Ground,15,NA,NA,,BL,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
MIXMOR,2,40,Grasses,BLANK,Grass,1,8,8,,BL,"In cover, T was replaced by 1"
MIXMOR,2,40,Abies sp. Seedling,Abies sp.,Tree,1,2,2,Seedlings,BL,"In cover, T was replaced by 1"
MIXMOR,2,40,Bare Ground ,BLANK,Bare Ground,47,NA,NA,,BL,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
MIXMOR,2,40,Soft Loose Litter,BLANK,Soft loose litter,30,1,1,,BL,
MIXMOR,2,40,Woody Litter,BLANK,Woody litter,5,1,1,,BL,
MIXMOR,2,40,Char,BLANK,Char,15,3,1,,BL,
MIXMOR,2,40,Rock,BLANK,Rocks,3,2,1,,BL,
MIXMOR,2,45,chamaesaracha nana,Chamaesaracha nana,Dominant forb,2,5,4,,BL,
MIXMOR,2,45,epilobium sp,Epilobium sp.,Dominant forb,1,12,12,,BL,"In cover, T was replaced by 1"
MIXMOR,2,45,Grasses,BLANK,Grass,10,45,15,,BL,
MIXMOR,2,45,ceanothus cordulatus,Ceanothus cordulatus,Shrub,2,8,8,,BL,
MIXMOR,2,45,Soft Loose Litter,BLANK,Soft loose litter,63,1,1,,BL,
MIXMOR,2,45,Woody Litter,BLANK,Woody litter,7,2,1,,BL,
MIXMOR,2,45,Bare Ground ,BLANK,Bare Ground,25,NA,NA,,BL,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
MIXMOR,2,45,Rock,BLANK,Rocks,5,4,1,,BL,
MIXRAV,1,0,lactuca serviola,Lactuca serriola,Dominant forb,12,35,30,unk thistle,BL,
MIXRAV,1,0,Forbs,BLANK,Forbs,3,50,30,,BL,
MIXRAV,1,0,Grasses,BLANK,Grass,1,15,15,,BL,"In cover, T was replaced by 1"
MIXRAV,1,0,Ceanothus integerrimus,Ceanothus integerrimus,Shrub,6,45,20,,BL,
